Source,Target,ObjectClass,Permission
abrt_helper_t,non_security_file_type,blk_file,read
abrt_helper_t,non_security_file_type,blk_file,write
abrt_helper_t,non_security_file_type,chr_file,append
abrt_helper_t,non_security_file_type,chr_file,getattr
abrt_helper_t,non_security_file_type,chr_file,ioctl
abrt_helper_t,non_security_file_type,chr_file,lock
abrt_helper_t,non_security_file_type,chr_file,read
abrt_helper_t,non_security_file_type,chr_file,write
abrt_helper_t,non_security_file_type,fifo_file,append
abrt_helper_t,non_security_file_type,fifo_file,getattr
abrt_helper_t,non_security_file_type,fifo_file,ioctl
abrt_helper_t,non_security_file_type,fifo_file,lock
abrt_helper_t,non_security_file_type,fifo_file,read
abrt_helper_t,non_security_file_type,fifo_file,write
abrt_helper_t,non_security_file_type,file,append
abrt_helper_t,non_security_file_type,file,getattr
abrt_helper_t,non_security_file_type,file,ioctl
abrt_helper_t,non_security_file_type,file,lock
abrt_helper_t,non_security_file_type,file,read
abrt_helper_t,non_security_file_type,file,write
abrt_helper_t,non_security_file_type,lnk_file,append
abrt_helper_t,non_security_file_type,lnk_file,getattr
abrt_helper_t,non_security_file_type,lnk_file,ioctl
abrt_helper_t,non_security_file_type,lnk_file,lock
abrt_helper_t,non_security_file_type,lnk_file,read
abrt_helper_t,non_security_file_type,lnk_file,write
abrt_helper_t,non_security_file_type,sock_file,append
abrt_helper_t,non_security_file_type,sock_file,getattr
abrt_helper_t,non_security_file_type,sock_file,ioctl
abrt_helper_t,non_security_file_type,sock_file,lock
abrt_helper_t,non_security_file_type,sock_file,read
abrt_helper_t,non_security_file_type,sock_file,write
abrt_helper_t,ptynode,chr_file,append
abrt_helper_t,ptynode,chr_file,ioctl
abrt_helper_t,ptynode,chr_file,lock
abrt_helper_t,ttynode,chr_file,append
abrt_helper_t,ttynode,chr_file,ioctl
abrt_helper_t,ttynode,chr_file,lock
abrt_helper_t,user_home_dir_t,dir,ioctl
abrt_helper_t,user_home_dir_t,dir,lock
abrt_helper_t,user_home_dir_t,dir,read
abrt_helper_t,user_home_type,dir,ioctl
abrt_helper_t,user_home_type,dir,lock
abrt_helper_t,user_home_type,dir,read
abrt_helper_t,user_home_type,file,open;
abrt_retrace_coredump_t,abrt_retrace_coredump_t,capability,net_admin
abrt_retrace_coredump_t,abrt_retrace_coredump_t,capability,sys_module
abrt_retrace_coredump_t,abrt_retrace_coredump_t,file,create;
abrt_retrace_coredump_t,abrt_retrace_coredump_t,udp_socket,listen;
abrt_retrace_coredump_t,nscd_t,fd,use;
abrt_retrace_coredump_t,nscd_t,nscd,getserv
abrt_retrace_coredump_t,nscd_t,nscd,shmemgrp
abrt_retrace_coredump_t,nscd_t,nscd,shmemhost
abrt_retrace_coredump_t,nscd_t,nscd,shmempwd
abrt_retrace_coredump_t,nscd_t,nscd,shmemserv
abrt_retrace_coredump_t,nscd_var_run_t,file,getattr
abrt_retrace_coredump_t,nscd_var_run_t,file,ioctl
abrt_retrace_coredump_t,nscd_var_run_t,file,lock
abrt_retrace_coredump_t,nscd_var_run_t,file,open
abrt_retrace_coredump_t,nscd_var_run_t,file,read
abrt_retrace_coredump_t,rpm_var_lib_t,dir,add_name
abrt_retrace_coredump_t,rpm_var_lib_t,dir,create
abrt_retrace_coredump_t,rpm_var_lib_t,dir,ioctl
abrt_retrace_coredump_t,rpm_var_lib_t,dir,link
abrt_retrace_coredump_t,rpm_var_lib_t,dir,lock
abrt_retrace_coredump_t,rpm_var_lib_t,dir,read
abrt_retrace_coredump_t,rpm_var_lib_t,dir,remove_name
abrt_retrace_coredump_t,rpm_var_lib_t,dir,rename
abrt_retrace_coredump_t,rpm_var_lib_t,dir,reparent
abrt_retrace_coredump_t,rpm_var_lib_t,dir,rmdir
abrt_retrace_coredump_t,rpm_var_lib_t,dir,setattr
abrt_retrace_coredump_t,rpm_var_lib_t,dir,unlink
abrt_retrace_coredump_t,rpm_var_lib_t,dir,watch
abrt_retrace_coredump_t,rpm_var_lib_t,dir,watch_reads
abrt_retrace_coredump_t,rpm_var_lib_t,dir,write
abrt_retrace_coredump_t,rpm_var_lib_t,file,create
abrt_retrace_coredump_t,rpm_var_lib_t,file,link
abrt_retrace_coredump_t,rpm_var_lib_t,file,map
abrt_retrace_coredump_t,rpm_var_lib_t,file,open
abrt_retrace_coredump_t,rpm_var_lib_t,file,rename
abrt_retrace_coredump_t,rpm_var_lib_t,file,setattr
abrt_retrace_coredump_t,rpm_var_lib_t,file,unlink
abrt_retrace_coredump_t,rpm_var_lib_t,file,watch
abrt_retrace_coredump_t,rpm_var_lib_t,file,watch_reads
abrt_retrace_coredump_t,rpm_var_lib_t,lnk_file,append
abrt_retrace_coredump_t,rpm_var_lib_t,lnk_file,create
abrt_retrace_coredump_t,rpm_var_lib_t,lnk_file,getattr
abrt_retrace_coredump_t,rpm_var_lib_t,lnk_file,ioctl
abrt_retrace_coredump_t,rpm_var_lib_t,lnk_file,link
abrt_retrace_coredump_t,rpm_var_lib_t,lnk_file,lock
abrt_retrace_coredump_t,rpm_var_lib_t,lnk_file,read
abrt_retrace_coredump_t,rpm_var_lib_t,lnk_file,rename
abrt_retrace_coredump_t,rpm_var_lib_t,lnk_file,setattr
abrt_retrace_coredump_t,rpm_var_lib_t,lnk_file,unlink
abrt_retrace_coredump_t,rpm_var_lib_t,lnk_file,watch
abrt_retrace_coredump_t,rpm_var_lib_t,lnk_file,watch_reads
abrt_retrace_coredump_t,rpm_var_lib_t,lnk_file,write
abrt_retrace_worker_t,abrt_retrace_worker_t,capability,net_admin
abrt_retrace_worker_t,abrt_retrace_worker_t,capability,sys_module
abrt_retrace_worker_t,abrt_retrace_worker_t,file,create;
abrt_retrace_worker_t,abrt_retrace_worker_t,udp_socket,listen;
abrt_retrace_worker_t,nscd_t,fd,use;
abrt_retrace_worker_t,nscd_t,nscd,getserv
abrt_retrace_worker_t,nscd_t,nscd,shmemgrp
abrt_retrace_worker_t,nscd_t,nscd,shmemhost
abrt_retrace_worker_t,nscd_t,nscd,shmempwd
abrt_retrace_worker_t,nscd_t,nscd,shmemserv
abrt_retrace_worker_t,nscd_var_run_t,file,getattr
abrt_retrace_worker_t,nscd_var_run_t,file,ioctl
abrt_retrace_worker_t,nscd_var_run_t,file,lock
abrt_retrace_worker_t,nscd_var_run_t,file,open
abrt_retrace_worker_t,nscd_var_run_t,file,read
abrt_t,abrt_t,capability,net_bind_service; [ nis_enabled ]:True
abrt_t,abrt_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
abrt_t,abrt_t,capability,net_admin
abrt_t,abrt_t,capability,sys_module
abrt_t,abrt_t,capability,sys_ptrace
abrt_t,abrt_t,capability,sys_rawio
abrt_t,abrt_t,file,create;
abrt_t,abrt_t,process,setfscreate;
abrt_t,abrt_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
abrt_t,abrt_t,udp_socket,listen;
abrt_t,admin_home_t,file,getattr
abrt_t,admin_home_t,file,ioctl
abrt_t,admin_home_t,file,lock
abrt_t,admin_home_t,file,open
abrt_t,admin_home_t,file,read
abrt_t,cert_t,dir,audit_access;
abrt_t,cert_t,file,audit_access
abrt_t,cert_t,file,write
abrt_t,default_t,dir,ioctl
abrt_t,default_t,dir,lock
abrt_t,default_t,dir,read
abrt_t,default_t,file,getattr
abrt_t,default_t,file,ioctl
abrt_t,default_t,file,lock
abrt_t,default_t,file,open
abrt_t,default_t,file,read
abrt_t,file_type,lnk_file,read;
abrt_t,file_type,sock_file,getattr;
abrt_t,fixed_disk_device_t,blk_file,getattr
abrt_t,fixed_disk_device_t,blk_file,ioctl
abrt_t,fixed_disk_device_t,blk_file,lock
abrt_t,fixed_disk_device_t,blk_file,open
abrt_t,fixed_disk_device_t,blk_file,read
abrt_t,fixed_disk_device_t,chr_file,getattr
abrt_t,fixed_disk_device_t,chr_file,ioctl
abrt_t,fixed_disk_device_t,chr_file,lock
abrt_t,fixed_disk_device_t,chr_file,open
abrt_t,fixed_disk_device_t,chr_file,read
abrt_t,lib_t,dir,write;
abrt_t,lvm_lock_t,dir,append
abrt_t,lvm_lock_t,dir,ioctl
abrt_t,lvm_lock_t,dir,lock
abrt_t,lvm_lock_t,dir,read
abrt_t,lvm_lock_t,dir,write
abrt_t,root_t,file,getattr
abrt_t,root_t,file,read
abrt_t,rpm_var_lib_t,dir,add_name
abrt_t,rpm_var_lib_t,dir,create
abrt_t,rpm_var_lib_t,dir,ioctl
abrt_t,rpm_var_lib_t,dir,link
abrt_t,rpm_var_lib_t,dir,lock
abrt_t,rpm_var_lib_t,dir,read
abrt_t,rpm_var_lib_t,dir,remove_name
abrt_t,rpm_var_lib_t,dir,rename
abrt_t,rpm_var_lib_t,dir,reparent
abrt_t,rpm_var_lib_t,dir,rmdir
abrt_t,rpm_var_lib_t,dir,setattr
abrt_t,rpm_var_lib_t,dir,unlink
abrt_t,rpm_var_lib_t,dir,watch
abrt_t,rpm_var_lib_t,dir,watch_reads
abrt_t,rpm_var_lib_t,dir,write
abrt_t,rpm_var_lib_t,file,create
abrt_t,rpm_var_lib_t,file,link
abrt_t,rpm_var_lib_t,file,map
abrt_t,rpm_var_lib_t,file,open
abrt_t,rpm_var_lib_t,file,rename
abrt_t,rpm_var_lib_t,file,setattr
abrt_t,rpm_var_lib_t,file,unlink
abrt_t,rpm_var_lib_t,file,watch
abrt_t,rpm_var_lib_t,file,watch_reads
abrt_t,rpm_var_lib_t,lnk_file,append
abrt_t,rpm_var_lib_t,lnk_file,create
abrt_t,rpm_var_lib_t,lnk_file,getattr
abrt_t,rpm_var_lib_t,lnk_file,ioctl
abrt_t,rpm_var_lib_t,lnk_file,link
abrt_t,rpm_var_lib_t,lnk_file,lock
abrt_t,rpm_var_lib_t,lnk_file,rename
abrt_t,rpm_var_lib_t,lnk_file,setattr
abrt_t,rpm_var_lib_t,lnk_file,unlink
abrt_t,rpm_var_lib_t,lnk_file,watch
abrt_t,rpm_var_lib_t,lnk_file,watch_reads
abrt_t,rpm_var_lib_t,lnk_file,write
abrt_t,user_home_dir_t,dir,ioctl
abrt_t,user_home_dir_t,dir,lock
abrt_t,user_home_dir_t,dir,read
abrt_t,user_home_type,dir,ioctl
abrt_t,user_home_type,dir,lock
abrt_t,user_home_type,dir,read
abrt_t,user_home_type,file,getattr
abrt_t,user_home_type,file,ioctl
abrt_t,user_home_type,file,lock
abrt_t,user_home_type,file,map
abrt_t,user_home_type,file,open
abrt_t,user_home_type,file,read
abrt_t,user_home_type,lnk_file,getattr;
abrt_t,usr_t,file,write;
abrt_upload_watch_t,abrt_upload_watch_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
abrt_upload_watch_t,abrt_upload_watch_t,capability,net_admin
abrt_upload_watch_t,abrt_upload_watch_t,capability,sys_module
abrt_upload_watch_t,abrt_upload_watch_t,file,create;
abrt_upload_watch_t,abrt_upload_watch_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
abrt_upload_watch_t,abrt_upload_watch_t,udp_socket,listen;
abrt_watch_log_t,abrt_watch_log_t,capability,net_bind_service; [ nis_enabled ]:True
abrt_watch_log_t,abrt_watch_log_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
abrt_watch_log_t,abrt_watch_log_t,capability,net_admin
abrt_watch_log_t,abrt_watch_log_t,capability,sys_module
abrt_watch_log_t,abrt_watch_log_t,file,create;
abrt_watch_log_t,abrt_watch_log_t,process,setfscreate;
abrt_watch_log_t,abrt_watch_log_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
abrt_watch_log_t,abrt_watch_log_t,udp_socket,listen;
accountsd_t,accountsd_t,capability,net_bind_service; [ nis_enabled ]:True
accountsd_t,accountsd_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
accountsd_t,accountsd_t,capability,net_admin
accountsd_t,accountsd_t,capability,sys_module
accountsd_t,accountsd_t,file,create;
accountsd_t,accountsd_t,process,setfscreate;
accountsd_t,accountsd_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
accountsd_t,accountsd_t,udp_socket,listen;
accountsd_t,admin_home_t,dir,add_name
accountsd_t,admin_home_t,dir,create
accountsd_t,admin_home_t,dir,link
accountsd_t,admin_home_t,dir,remove_name
accountsd_t,admin_home_t,dir,rename
accountsd_t,admin_home_t,dir,reparent
accountsd_t,admin_home_t,dir,rmdir
accountsd_t,admin_home_t,dir,setattr
accountsd_t,admin_home_t,dir,unlink
accountsd_t,admin_home_t,dir,watch
accountsd_t,admin_home_t,dir,watch_reads
accountsd_t,admin_home_t,dir,write
acct_t,acct_t,capability,net_bind_service; [ nis_enabled ]:True
acct_t,acct_t,capability,net_admin
acct_t,acct_t,capability,sys_module
acct_t,acct_t,capability,sys_tty_config
acct_t,acct_t,file,create;
acct_t,acct_t,process,setfscreate;
acct_t,acct_t,udp_socket,listen;
acct_t,console_device_t,chr_file,append
acct_t,console_device_t,chr_file,write
acct_t,devpts_t,chr_file,getattr
acct_t,devpts_t,chr_file,ioctl
acct_t,devpts_t,chr_file,read
acct_t,devpts_t,chr_file,write
acct_t,init_t,fd,use;
acct_t,tty_device_t,chr_file,append
acct_t,tty_device_t,chr_file,getattr
acct_t,tty_device_t,chr_file,ioctl
acct_t,tty_device_t,chr_file,lock
acct_t,tty_device_t,chr_file,read
acct_t,tty_device_t,chr_file,write
acct_t,unpriv_userdomain,fd,use;
admin_crontab_t,admin_crontab_t,capability,net_bind_service; [ nis_enabled ]:True
admin_crontab_t,admin_crontab_t,capability,net_admin
admin_crontab_t,admin_crontab_t,capability,sys_module
admin_crontab_t,admin_crontab_t,file,create;
admin_crontab_t,admin_crontab_t,process,setfscreate;
admin_crontab_t,admin_crontab_t,udp_socket,listen;
admin_crontab_t,shadow_t,file,getattr
admin_crontab_t,shadow_t,file,ioctl
admin_crontab_t,shadow_t,file,lock
admin_crontab_t,shadow_t,file,open
admin_crontab_t,shadow_t,file,read
afs_bosserver_t,afs_bosserver_t,capability,sys_nice; [ daemons_dontaudit_scheduling ]:True
afs_bosserver_t,afs_bosserver_t,capability,net_admin
afs_bosserver_t,afs_bosserver_t,capability,sys_module
afs_bosserver_t,afs_bosserver_t,file,create;
afs_bosserver_t,afs_bosserver_t,process,setsched; [ daemons_dontaudit_scheduling ]:True
afs_bosserver_t,afs_bosserver_t,udp_socket,listen;
afs_fsserver_t,afs_fsserver_t,capability,fsetid
afs_fsserver_t,afs_fsserver_t,capability,net_admin
afs_fsserver_t,afs_fsserver_t,capability,sys_module
afs_fsserver_t,afs_fsserver_t,file,create;
afs_fsserver_t,afs_fsserver_t,udp_socket,listen;
afs_fsserver_t,console_device_t,chr_file,append
