source_type,target_type,object_class,permissions,violation_class
snmpd_t,snmp_port_t,udp_socket,"name_bind,recv,send",0
syslogd_t,syslogd_port_t,udp_socket,"name_bind,recv,send",0
udev_t,udev_rules_t,file,"read,getattr",0
xdm_t,xdm_exec_t,file,"read,execute,getattr,execute_no_trans",0
zabbix_agent_t,zabbix_port_t,tcp_socket,"name_bind,listen,accept",0
user_t,financial_t,file,"read,write",1
admin_t,hr_t,file,"read,write",1
httpd_t,database_t,file,"read,write",1
named_t,confidential_t,file,"read",1
backup_t,financial_t,file,"read,write",1
audit_t,hr_t,file,"read,write",1
sshd_t,database_t,file,"read",1
mail_t,confidential_t,file,"read,write",1
cron_t,financial_t,file,"read",1
logrotate_t,hr_t,file,"read",1
passwd_t,database_t,file,"read,write",1
nfsd_t,confidential_t,file,"read,write",1
ftpd_t,financial_t,file,"read",1
mysqld_t,hr_t,file,"read,write",1
postfix_t,database_t,file,"read",1
squid_t,confidential_t,file,"read,write",1
dhcpd_t,financial_t,file,"read",1
ntpd_t,hr_t,file,"read",1
snmpd_t,database_t,file,"read,write",1
syslogd_t,confidential_t,file,"read",1
udev_t,financial_t,file,"read,write",1
xdm_t,hr_t,file,"read",1
zabbix_agent_t,database_t,file,"read,write",1
user_t,all_files_t,file,"read,write,execute,append,unlink,create,rename,setattr,getattr,lock,relabelfrom,relabelto,ioctl,link,open,quotaon,swapon,mounton",2
admin_t,all_files_t,dir,"read,write,add_name,remove_name,reparent,search,getattr,setattr,ioctl,lock,open,quotaon,swapon,mounton",2
httpd_t,all_ports_t,tcp_socket,"name_bind,create,connect,listen,accept,send,recv,setopt,getopt,shutdown,recvfrom,sendto,name_connect",2
named_t,all_ports_t,udp_socket,"name_bind,create,connect,send,recv,setopt,getopt,shutdown,recvfrom,sendto",2
backup_t,all_files_t,file,"read,write,execute,append,unlink,create,rename,setattr,getattr,lock,relabelfrom,relabelto,ioctl,link,open,quotaon,swapon,mounton",2
audit_t,all_files_t,dir,"read,write,add_name,remove_name,reparent,search,getattr,setattr,ioctl,lock,open,quotaon,swapon,mounton",2
sshd_t,all_ports_t,tcp_socket,"name_bind,create,connect,listen,accept,send,recv,setopt,getopt,shutdown,recvfrom,sendto,name_connect",2
mail_t,all_ports_t,udp_socket,"name_bind,create,connect,send,recv,setopt,getopt,shutdown,recvfrom,sendto",2
cron_t,all_files_t,file,"read,write,execute,append,unlink,create,rename,setattr,getattr,lock,relabelfrom,relabelto,ioctl,link,open,quotaon,swapon,mounton",2
logrotate_t,all_files_t,dir,"read,write,add_name,remove_name,reparent,search,getattr,setattr,ioctl,lock,open,quotaon,swapon,mounton",2
passwd_t,all_ports_t,tcp_socket,"name_bind,create,connect,listen,accept,send,recv,setopt,getopt,shutdown,recvfrom,sendto,name_connect",2
nfsd_t,all_ports_t,udp_socket,"name_bind,create,connect,send,recv,setopt,getopt,shutdown,recvfrom,sendto",2
ftpd_t,all_files_t,file,"read,write,execute,append,unlink,create,rename,setattr,getattr,lock,relabelfrom,relabelto,ioctl,link,open,quotaon,swapon,mounton",2
mysqld_t,all_files_t,dir,"read,write,add_name,remove_name,reparent,search,getattr,setattr,ioctl,lock,open,quotaon,swapon,mounton",2
postfix_t,all_ports_t,tcp_socket,"name_bind,create,connect,listen,accept,send,recv,setopt,getopt,shutdown,recvfrom,sendto,name_connect",2
squid_t,all_ports_t,udp_socket,"name_bind,create,connect,send,recv,setopt,getopt,shutdown,recvfrom,sendto",2
dhcpd_t,all_files_t,file,"read,write,execute,append,unlink,create,rename,setattr,getattr,lock,relabelfrom,relabelto,ioctl,link,open,quotaon,swapon,mounton",2
ntpd_t,all_files_t,dir,"read,write,add_name,remove_name,reparent,search,getattr,setattr,ioctl,lock,open,quotaon,swapon,mounton",2
snmpd_t,all_ports_t,tcp_socket,"name_bind,create,connect,listen,accept,send,recv,setopt,getopt,shutdown,recvfrom,sendto,name_connect",2
syslogd_t,all_ports_t,udp_socket,"name_bind,create,connect,send,recv,setopt,getopt,shutdown,recvfrom,sendto",2
udev_t,all_files_t,file,"read,write,execute,append,unlink,create,rename,setattr,getattr,lock,relabelfrom,relabelto,ioctl,link,open,quotaon,swapon,mounton",2
xdm_t,all_files_t,dir,"read,write,add_name,remove_name,reparent,search,getattr,setattr,ioctl,lock,open,quotaon,swapon,mounton",2
zabbix_agent_t,all_ports_t,tcp_socket,"name_bind,create,connect,listen,accept,send,recv,setopt,getopt,shutdown,recvfrom,sendto,name_connect",2
user_t,admin_t,process,"transition",3
httpd_t,sysadm_t,process,"transition",3
named_t,unconfined_t,process,"transition",3
backup_t,secadm_t,process,"transition",3
audit_t,sysadm_t,process,"transition",3
sshd_t,unconfined_t,process,"transition",3
mail_t,secadm_t,process,"transition",3
cron_t,sysadm_t,process,"transition",3
logrotate_t,unconfined_t,process,"transition",3
passwd_t,secadm_t,process,"transition",3
nfsd_t,sysadm_t,process,"transition",3
ftpd_t,unconfined_t,process,"transition",3
mysqld_t,secadm_t,process,"transition",3
postfix_t,sysadm_t,process,"transition",3
squid_t,unconfined_t,process,"transition",3
dhcpd_t,secadm_t,process,"transition",3
ntpd_t,sysadm_t,process,"transition",3
snmpd_t,unconfined_t,process,"transition",3
syslogd_t,secadm_t,process,"transition",3
udev_t,sysadm_t,process,"transition",3
xdm_t,unconfined_t,process,"transition",3
zabbix_agent_t,secadm_t,process,"transition",3
user_t,etc_t,file,"write",4
admin_t,sysfs_t,filesystem,"mount",4
httpd_t,proc_t,filesystem,"remount",4
named_t,selinux_config_t,file,"write",4
backup_t,default_t,filesystem,"relabelfrom",4
audit_t,etc_runtime_t,file,"write",4
sshd_t,unlabeled_t,filesystem,"mount",4
mail_t,proc_t,filesystem,"unmount",4
cron_t,selinux_config_t,file,"write",4
logrotate_t,default_t,filesystem,"relabelto",4
passwd_t,etc_runtime_t,file,"write",4
nfsd_t,unlabeled_t,filesystem,"mount",4
ftpd_t,proc_t,filesystem,"remount",4
mysqld_t,selinux_config_t,file,"write",4
postfix_t,default_t,filesystem,"relabelfrom",4
squid_t,etc_runtime_t,file,"write",4
dhcpd_t,unlabeled_t,filesystem,"mount",4
ntpd_t,proc_t,filesystem,"unmount",4
snmpd_t,selinux_config_t,file,"write",4
syslogd_t,default_t,filesystem,"relabelto",4
udev_t,etc_runtime_t,file,"write",4
xdm_t,unlabeled_t,filesystem,"mount",4
zabbix_agent_t,proc_t,filesystem,"remount",4
user_t,user_home_t,dir,"read,write,execute,create,getattr,setattr,search,ioctl,lock",0
admin_t,etc_t,file,"read,getattr,lock,open",0
httpd_t,httpd_log_t,file,"read,write,append,create,getattr,setattr,lock,ioctl",0
named_t,named_cache_t,dir,"read,write,add_name,remove_name,search",0
backup_t,user_home_t,dir,"read,getattr,search,open",0
audit_t,audit_log_t,file,"read,write,append,create,getattr,setattr,lock",0
sshd_t,sshd_tmp_t,file,"read,write,create,unlink,rename,getattr,setattr",0
mail_t,mail_spool_t,dir,"read,write,add_name,remove_name,search,getattr,setattr",0
cron_t,cron_log_t,file,"read,write,append,create,getattr,setattr",0
logrotate_t,var_log_t,file,"read,write,create,unlink,rename,getattr,setattr",0
passwd_t,shadow_t,file,"read,write,getattr,setattr,lock",0
nfsd_t,nfsd_fs_t,dir,"read,write,add_name,remove_name,search,getattr,setattr",0
ftpd_t,ftp_home_t,dir,"read,write,add_name,remove_name,search,getattr,setattr",0
mysqld_t,mysqld_db_t,dir,"read,write,add_name,remove_name,search,getattr,setattr",0
postfix_t,postfix_spool_t,dir,"read,write,add_name,remove_name,search,getattr,setattr",0
squid_t,squid_cache_t,dir,"read,write,add_name,remove_name,search,getattr,setattr",0
dhcpd_t,dhcpd_state_t,file,"read,write,create,unlink,rename,getattr,setattr",0
ntpd_t,ntp_drift_t,file,"read,write,create,getattr,setattr",0
snmpd_t,snmpd_var_lib_t,dir,"read,write,add_name,remove_name,search,getattr,setattr",0
syslogd_t,var_log_t,dir,"read,write,add_name,remove_name,search,getattr,setattr",0
udev_t,device_t,chr_file,"read,write,create,unlink,getattr,setattr",0
xdm_t,xdm_tmp_t,file,"read,write,create,unlink,rename,getattr,setattr",0
zabbix_agent_t,zabbix_var_lib_t,dir,"read,write,add_name,remove_name,search,getattr,setattr",0
user_t,user_tmp_t,file,"read,write,create,unlink,rename,getattr,setattr",0
admin_t,admin_home_t,dir,"read,write,execute,create,getattr,setattr,search,ioctl,lock",0
httpd_t,http_port_t,tcp_socket,"name_bind,listen,accept",0
named_t,dns_port_t,udp_socket,"name_bind,recv,send",0
backup_t,backup_exec_t,file,"read,execute,getattr,execute_no_trans",0
audit_t,auditd_log_t,dir,"read,write,add_name,remove_name,search,getattr,setattr",0
sshd_t,sshd_key_t,file,"read,getattr",0
mail_t,smtp_port_t,tcp_socket,"name_bind,listen,accept",0
cron_t,user_cron_spool_t,file,"read,getattr",0
logrotate_t,logrotate_tmp_t,file,"read,write,create,unlink,rename,getattr,setattr",0
passwd_t,passwd_exec_t,file,"read,execute,getattr,execute_no_trans",0
nfsd_t,nfsd_port_t,tcp_socket,"name_bind,listen,accept",0
ftpd_t,ftp_port_t,tcp_socket,"name_bind,listen,accept",0
mysqld_t,mysqld_port_t,tcp_socket,"name_bind,listen,accept",0
postfix_t,postfix_master_map_t,file,"read,getattr",0
squid_t,squid_port_t,tcp_socket,"name_bind,listen,accept",0
dhcpd_t,dhcpd_port_t,udp_socket,"name_bind,recv,send",0
ntpd_t,ntp_port_t,udp_socket,"name_bind,recv,send",0
snmpd_t,snmp_port_t,udp_socket,"name_bind,recv,send",0
syslogd_t,syslogd_port_t,udp_socket,"name_bind,recv,send",0
udev_t,udev_rules_t,file,"read,getattr",0
xdm_t,xdm_exec_t,file,"read,execute,getattr,execute_no_trans",0
zabbix_agent_t,zabbix_port_t,tcp_socket,"name_bind,listen,accept",0
user_t,financial_t,file,"read,write",1
admin_t,hr_t,file,"read,write",1
httpd_t,database_t,file,"read,write",1
named_t,confidential_t,file,"read",1
backup_t,financial_t,file,"read,write",1
audit_t,hr_t,file,"read,write",1
sshd_t,database_t,file,"read",1
mail_t,confidential_t,file,"read,write",1
cron_t,financial_t,file,"read",1
logrotate_t,hr_t,file,"read",1
passwd_t,database_t,file,"read,write",1
nfsd_t,confidential_t,file,"read,write",1
ftpd_t,financial_t,file,"read",1
mysqld_t,hr_t,file,"read,write",1
postfix_t,database_t,file,"read",1
squid_t,confidential_t,file,"read,write",1
dhcpd_t,financial_t,file,"read",1
ntpd_t,hr_t,file,"read",1
snmpd_t,database_t,file,"read,write",1
syslogd_t,confidential_t,file,"read",1
udev_t,financial_t,file,"read,write",1
xdm_t,hr_t,file,"read",1
zabbix_agent_t,database_t,file,"read,write",1
user_t,payment_processing_t,file,"read,write,execute",1
admin_t,customer_data_t,file,"read,write,append",1
httpd_t,financial_records_t,file,"read,write",1
named_t,employee_records_t,file,"read,write",1
backup_t,credit_card_t,file,"read,write,append",1
audit_t,trade_secrets_t,file,"read,write",1
sshd_t,intellectual_property_t,file,"read,write,execute",1
mail_t,classified_t,file,"read,write",1
cron_t,personal_health_info_t,file,"read,write,append",1
logrotate_t,legal_documents_t,file,"read,write",1
user_t,all_files_t,file,"read,write,execute,append,unlink,create,rename,setattr,getattr,lock,relabelfrom,relabelto,ioctl,link,open,quotaon,swapon,mounton",2
admin_t,all_files_t,dir,"read,write,add_name,remove_name,reparent,search,getattr,setattr,ioctl,lock,open,quotaon,swapon,mounton",2
httpd_t,all_ports_t,tcp_socket,"name_bind,create,connect,listen,accept,send,recv,setopt,getopt,shutdown,recvfrom,sendto,name_connect",2
named_t,all_ports_t,udp_socket,"name_bind,create,connect,send,recv,setopt,getopt,shutdown,recvfrom,sendto",2
backup_t,all_files_t,file,"read,write,execute,append,unlink,create,rename,setattr,getattr,lock,relabelfrom,relabelto,ioctl,link,open,quotaon,swapon,mounton",2
audit_t,all_files_t,dir,"read,write,add_name,remove_name,reparent,search,getattr,setattr,ioctl,lock,open,quotaon,swapon,mounton",2
sshd_t,all_ports_t,tcp_socket,"name_bind,create,connect,listen,accept,send,recv,setopt,getopt,shutdown,recvfrom,sendto,name_connect",2
mail_t,all_ports_t,udp_socket,"name_bind,create,connect,send,recv,setopt,getopt,shutdown,recvfrom,sendto",2
cron_t,all_files_t,file,"read,write,execute,append,unlink,create,rename,setattr,getattr,lock,relabelfrom,relabelto,ioctl,link,open,quotaon,swapon,mounton",2
logrotate_t,all_files_t,dir,"read,write,add_name,remove_name,reparent,search,getattr,setattr,ioctl,lock,open,quotaon,swapon,mounton",2
passwd_t,all_ports_t,tcp_socket,"name_bind,create,connect,listen,accept,send,recv,setopt,getopt,shutdown,recvfrom,sendto,name_connect",2
nfsd_t,all_ports_t,udp_socket,"name_bind,create,connect,send,recv,setopt,getopt,shutdown,recvfrom,sendto",2
ftpd_t,all_files_t,file,"read,write,execute,append,unlink,create,rename,setattr,getattr,lock,relabelfrom,relabelto,ioctl,link,open,quotaon,swapon,mounton",2
mysqld_t,all_files_t,dir,"read,write,add_name,remove_name,reparent,search,getattr,setattr,ioctl,lock,open,quotaon,swapon,mounton",2
postfix_t,all_ports_t,tcp_socket,"name_bind,create,connect,listen,accept,send,recv,setopt,getopt,shutdown,recvfrom,sendto,name_connect",2
squid_t,all_ports_t,udp_socket,"name_bind,create,connect,send,recv,setopt,getopt,shutdown,recvfrom,sendto",2
dhcpd_t,all_files_t,file,"read,write,execute,append,unlink,create,rename,setattr,getattr,lock,relabelfrom,relabelto,ioctl,link,open,quotaon,swapon,mounton",2
ntpd_t,all_files_t,dir,"read,write,add_name,remove_name,reparent,search,getattr,setattr,ioctl,lock,open,quotaon,swapon,mounton",2
snmpd_t,all_ports_t,tcp_socket,"name_bind,create,connect,listen,accept,send,recv,setopt,getopt,shutdown,recvfrom,sendto,name_connect",2
syslogd_t,all_ports_t,udp_socket,"name_bind,create,connect,send,recv,setopt,getopt,shutdown,recvfrom,sendto",2
udev_t,all_files_t,file,"read,write,execute,append,unlink,create,rename,setattr,getattr,lock,relabelfrom,relabelto,ioctl,link,open,quotaon,swapon,mounton",2
xdm_t,all_files_t,dir,"read,write,add_name,remove_name,reparent,search,getattr,setattr,ioctl,lock,open,quotaon,swapon,mounton",2
zabbix_agent_t,all_ports_t,tcp_socket,"name_bind,create,connect,listen,accept,send,recv,setopt,getopt,shutdown,recvfrom,sendto,name_connect",2
user_t,kernel_t,capability,"sys_admin,sys_ptrace,sys_module,sys_rawio",2
admin_t,security_t,security,"load_policy,setenforce,setbool",2
httpd_t,proc_t,filesystem,"mount,unmount,remount",2
named_t,device_t,blk_file,"read,write,create,setattr,relabelfrom,relabelto",2
backup_t,security_t,security,"compute_av,compute_create,compute_member,check_context",2
audit_t,kernel_t,system,"ipc_info,syslog_read,syslog_mod,syslog_console",2
sshd_t,user_t,process,"transition,dyntransition,setcurrent,execmem,execstack,execheap",2
user_t,admin_t,process,"transition",3
httpd_t,sysadm_t,process,"transition",3
named_t,unconfined_t,process,"transition",3
backup_t,secadm_t,process,"transition",3
audit_t,sysadm_t,process,"transition",3
sshd_t,unconfined_t,process,"transition",3
mail_t,secadm_t,process,"transition",3
cron_t,sysadm_t,process,"transition",3
logrotate_t,unconfined_t,process,"transition",3
passwd_t,secadm_t,process,"transition",3
nfsd_t,sysadm_t,process,"transition",3
ftpd_t,unconfined_t,process,"transition",3
mysqld_t,secadm_t,process,"transition",3
postfix_t,sysadm_t,process,"transition",3
squid_t,unconfined_t,process,"transition",3
dhcpd_t,secadm_t,process,"transition",3
ntpd_t,sysadm_t,process,"transition",3
snmpd_t,unconfined_t,process,"transition",3
syslogd_t,secadm_t,process,"transition",3
udev_t,sysadm_t,process,"transition",3
xdm_t,unconfined_t,process,"transition",3
zabbix_agent_t,secadm_t,process,"transition",3
user_t,kernel_t,system,"module_request,module_load",3
admin_t,security_t,security,"load_policy,setenforce,setbool",3
httpd_t,user_t,process,"setuid,setgid,setpcap",3
user_t,user_home_t,dir,"read,write",0
admin_t,etc_t,file,"read,getattr",0
httpd_t,httpd_tmp_t,file,"read,write",0
named_t,named_zone_t,file,"read,write",0
backup_t,all_files_t,file,"read,write",0
audit_t,audit_log_t,file,"read,write,append",0
sshd_t,user_home_t,dir,"read",0
mail_t,mail_spool_t,file,"read,write,append",0
cron_t,user_home_t,dir,"read,write",0
logrotate_t,log_type,file,"read,write,unlink",0
passwd_t,shadow_t,file,"read,write",0
nfsd_t,nfsd_fs_t,file,"read,write,append",0
ftpd_t,ftp_home_t,dir,"read,write",0
mysqld_t,var_t,dir,"read,write",0
postfix_t,mail_spool_t,file,"read,write,append",0
squid_t,var_t,dir,"read,write",0
dhcpd_t,etc_t,file,"read,getattr",0
ntpd_t,ntp_drift_t,file,"read,write",0
snmpd_t,proc_t,file,"read,getattr",0
syslogd_t,var_t,dir,"read,write",0
udev_t,dev_t,file,"read,write",0
xdm_t,dev_t,file,"read,write",0
zabbix_agent_t,proc_t,file,"read,getattr",0
user_t,bin_t,file,"read,execute",0
admin_t,sbin_t,file,"read,execute",0
httpd_t,http_port_t,tcp_socket,name_bind,0
named_t,dns_port_t,udp_socket,name_bind,0
sshd_t,ssh_port_t,tcp_socket,name_bind,0
ftpd_t,ftp_port_t,tcp_socket,name_bind,0
mysqld_t,mysql_port_t,tcp_socket,name_bind,0
user_t,admin_home_t,dir,"read,write",1
httpd_t,user_home_t,dir,"read,write",1
named_t,etc_t,file,"write",1
backup_t,shadow_t,file,"read",1
audit_t,user_home_t,dir,"read,write",1
sshd_t,user_tmp_t,file,"read,write,execute",1
mail_t,user_home_t,dir,"read,write",1
cron_t,shadow_t,file,"read",1
logrotate_t,user_home_t,dir,"read,write",1
passwd_t,user_home_t,dir,"read,write",1
nfsd_t,shadow_t,file,"read",1
ftpd_t,user_home_t,dir,"read,write",1
mysqld_t,user_home_t,dir,"read,write",1
postfix_t,user_home_t,dir,"read,write",1
squid_t,user_home_t,dir,"read,write",1
dhcpd_t,shadow_t,file,"read",1
ntpd_t,user_home_t,dir,"read,write",1
snmpd_t,shadow_t,file,"read",1
syslogd_t,user_home_t,dir,"read,write",1
udev_t,user_home_t,dir,"read,write",1
xdm_t,shadow_t,file,"read",1
zabbix_agent_t,user_home_t,dir,"read,write",1
user_t,all_files_t,file,"read,write,execute,append,unlink,create",2
admin_t,all_files_t,dir,"read,write",2
httpd_t,all_ports_t,tcp_socket,"name_bind",2
named_t,all_ports_t,udp_socket,"name_bind",2
backup_t,all_files_t,file,"read,write,execute,append,unlink,create",2
audit_t,all_files_t,dir,"read,write",2
sshd_t,all_ports_t,tcp_socket,"name_bind",2
mail_t,all_ports_t,tcp_socket,"name_bind",2
cron_t,all_files_t,file,"read,write,execute,append,unlink,create",2
logrotate_t,all_files_t,dir,"read,write",2
passwd_t,all_ports_t,tcp_socket,"name_bind",2
nfsd_t,all_ports_t,tcp_socket,"name_bind",2
ftpd_t,all_files_t,file,"read,write,execute,append,unlink,create",2
mysqld_t,all_files_t,dir,"read,write",2
postfix_t,all_ports_t,tcp_socket,"name_bind",2
squid_t,all_ports_t,tcp_socket,"name_bind",2
dhcpd_t,all_files_t,file,"read,write,execute,append,unlink,create",2
ntpd_t,all_files_t,dir,"read,write",2
snmpd_t,all_ports_t,udp_socket,"name_bind",2
syslogd_t,all_ports_t,udp_socket,"name_bind",2
udev_t,all_files_t,file,"read,write,execute,append,unlink,create",2
xdm_t,all_files_t,dir,"read,write",2
zabbix_agent_t,all_ports_t,tcp_socket,"name_bind",2
user_t,admin_t,process,"transition",3
httpd_t,sysadm_t,process,"transition",3
named_t,unconfined_t,process,"transition",3
backup_t,secadm_t,process,"transition",3
audit_t,sysadm_t,process,"transition",3
sshd_t,unconfined_t,process,"transition",3
mail_t,secadm_t,process,"transition",3
cron_t,sysadm_t,process,"transition",3
logrotate_t,unconfined_t,process,"transition",3
passwd_t,secadm_t,process,"transition",3
nfsd_t,sysadm_t,process,"transition",3
ftpd_t,unconfined_t,process,"transition",3
mysqld_t,secadm_t,process,"transition",3
postfix_t,sysadm_t,process,"transition",3
squid_t,unconfined_t,process,"transition",3
dhcpd_t,secadm_t,process,"transition",3
ntpd_t,sysadm_t,process,"transition",3
snmpd_t,unconfined_t,process,"transition",3
syslogd_t,secadm_t,process,"transition",3
udev_t,sysadm_t,process,"transition",3
xdm_t,unconfined_t,process,"transition",3
zabbix_agent_t,secadm_t,process,"transition",3
user_t,etc_t,file,"write",4
admin_t,sysfs_t,file,"write",4
httpd_t,proc_t,file,"write",4
named_t,selinux_config_t,file,"write",4
backup_t,etc_t,file,"write",4
audit_t,etc_runtime_t,file,"write",4
sshd_t,etc_t,file,"write",4
mail_t,proc_t,file,"write",4
cron_t,selinux_config_t,file,"write",4
logrotate_t,etc_t,file,"write",4
passwd_t,etc_runtime_t,file,"write",4
nfsd_t,etc_t,file,"write",4
ftpd_t,proc_t,file,"write",4
mysqld_t,selinux_config_t,file,"write",4
postfix_t,etc_t,file,"write",4
squid_t,etc_runtime_t,file,"write",4
dhcpd_t,etc_t,file,"write",4
ntpd_t,proc_t,file,"write",4
snmpd_t,selinux_config_t,file,"write",4
syslogd_t,etc_t,file,"write",4
udev_t,etc_runtime_t,file,"write",4
xdm_t,etc_t,file,"write",4
zabbix_agent_t,proc_t,file,"write",4
