source_type,target_type,object_class,permissions,violation_class
admin_t,etc_t,file,read,0
admin_t,etc_t,file,getattr,0
admin_t,etc_t,file,lock,0
admin_t,etc_t,file,open,0
httpd_t,httpd_log_t,file,read,0
httpd_t,httpd_log_t,file,write,0
httpd_t,httpd_log_t,file,append,0
httpd_t,httpd_log_t,file,create,0
httpd_t,httpd_log_t,file,getattr,0
httpd_t,httpd_log_t,file,setattr,0
httpd_t,httpd_log_t,file,lock,0
httpd_t,httpd_log_t,file,ioctl,0
named_t,named_cache_t,dir,read,0
named_t,named_cache_t,dir,write,0
named_t,named_cache_t,dir,add_name,0
named_t,named_cache_t,dir,remove_name,0
named_t,named_cache_t,dir,search,0
backup_t,user_home_t,dir,read,0
backup_t,user_home_t,dir,getattr,0
backup_t,user_home_t,dir,search,0
backup_t,user_home_t,dir,open,0
audit_t,audit_log_t,file,read,0
audit_t,audit_log_t,file,write,0
audit_t,audit_log_t,file,append,0
audit_t,audit_log_t,file,create,0
audit_t,audit_log_t,file,getattr,0
audit_t,audit_log_t,file,setattr,0
audit_t,audit_log_t,file,lock,0
sshd_t,sshd_tmp_t,file,read,0
sshd_t,sshd_tmp_t,file,write,0
sshd_t,sshd_tmp_t,file,create,0
sshd_t,sshd_tmp_t,file,unlink,0
sshd_t,sshd_tmp_t,file,rename,0
sshd_t,sshd_tmp_t,file,getattr,0
sshd_t,sshd_tmp_t,file,setattr,0
mail_t,mail_spool_t,dir,read,0
mail_t,mail_spool_t,dir,write,0
mail_t,mail_spool_t,dir,add_name,0
mail_t,mail_spool_t,dir,remove_name,0
mail_t,mail_spool_t,dir,search,0
mail_t,mail_spool_t,dir,getattr,0
mail_t,mail_spool_t,dir,setattr,0
cron_t,cron_log_t,file,read,0
cron_t,cron_log_t,file,write,0
cron_t,cron_log_t,file,append,0
cron_t,cron_log_t,file,create,0
cron_t,cron_log_t,file,getattr,0
cron_t,cron_log_t,file,setattr,0
logrotate_t,var_log_t,file,read,0
logrotate_t,var_log_t,file,write,0
logrotate_t,var_log_t,file,create,0
logrotate_t,var_log_t,file,unlink,0
logrotate_t,var_log_t,file,rename,0
logrotate_t,var_log_t,file,getattr,0
logrotate_t,var_log_t,file,setattr,0
passwd_t,shadow_t,file,read,0
passwd_t,shadow_t,file,write,0
passwd_t,shadow_t,file,getattr,0
passwd_t,shadow_t,file,setattr,0
passwd_t,shadow_t,file,lock,0
nfsd_t,nfsd_fs_t,dir,read,0
nfsd_t,nfsd_fs_t,dir,write,0
nfsd_t,nfsd_fs_t,dir,add_name,0
nfsd_t,nfsd_fs_t,dir,remove_name,0
nfsd_t,nfsd_fs_t,dir,search,0
nfsd_t,nfsd_fs_t,dir,getattr,0
nfsd_t,nfsd_fs_t,dir,setattr,0
ftpd_t,ftp_home_t,dir,read,0
ftpd_t,ftp_home_t,dir,write,0
ftpd_t,ftp_home_t,dir,add_name,0
ftpd_t,ftp_home_t,dir,remove_name,0
ftpd_t,ftp_home_t,dir,search,0
ftpd_t,ftp_home_t,dir,getattr,0
ftpd_t,ftp_home_t,dir,setattr,0
mysqld_t,mysqld_db_t,dir,read,0
mysqld_t,mysqld_db_t,dir,write,0
mysqld_t,mysqld_db_t,dir,add_name,0
mysqld_t,mysqld_db_t,dir,remove_name,0
mysqld_t,mysqld_db_t,dir,search,0
mysqld_t,mysqld_db_t,dir,getattr,0
mysqld_t,mysqld_db_t,dir,setattr,0
postfix_t,postfix_spool_t,dir,read,0
postfix_t,postfix_spool_t,dir,write,0
postfix_t,postfix_spool_t,dir,add_name,0
postfix_t,postfix_spool_t,dir,remove_name,0
postfix_t,postfix_spool_t,dir,search,0
postfix_t,postfix_spool_t,dir,getattr,0
postfix_t,postfix_spool_t,dir,setattr,0
squid_t,squid_cache_t,dir,read,0
squid_t,squid_cache_t,dir,write,0
squid_t,squid_cache_t,dir,add_name,0
squid_t,squid_cache_t,dir,remove_name,0
squid_t,squid_cache_t,dir,search,0
squid_t,squid_cache_t,dir,getattr,0
squid_t,squid_cache_t,dir,setattr,0
dhcpd_t,dhcpd_state_t,file,read,0
dhcpd_t,dhcpd_state_t,file,write,0
dhcpd_t,dhcpd_state_t,file,create,0
dhcpd_t,dhcpd_state_t,file,unlink,0
dhcpd_t,dhcpd_state_t,file,rename,0
dhcpd_t,dhcpd_state_t,file,getattr,0
dhcpd_t,dhcpd_state_t,file,setattr,0
ntpd_t,ntp_drift_t,file,read,0
ntpd_t,ntp_drift_t,file,write,0
ntpd_t,ntp_drift_t,file,create,0
ntpd_t,ntp_drift_t,file,getattr,0
ntpd_t,ntp_drift_t,file,setattr,0
snmpd_t,snmpd_var_lib_t,dir,read,0
snmpd_t,snmpd_var_lib_t,dir,write,0
snmpd_t,snmpd_var_lib_t,dir,add_name,0
snmpd_t,snmpd_var_lib_t,dir,remove_name,0
snmpd_t,snmpd_var_lib_t,dir,search,0
snmpd_t,snmpd_var_lib_t,dir,getattr,0
snmpd_t,snmpd_var_lib_t,dir,setattr,0
syslogd_t,var_log_t,dir,read,0
syslogd_t,var_log_t,dir,write,0
syslogd_t,var_log_t,dir,add_name,0
syslogd_t,var_log_t,dir,remove_name,0
syslogd_t,var_log_t,dir,search,0
syslogd_t,var_log_t,dir,getattr,0
syslogd_t,var_log_t,dir,setattr,0
udev_t,device_t,chr_file,read,0
udev_t,device_t,chr_file,write,0
udev_t,device_t,chr_file,create,0
udev_t,device_t,chr_file,unlink,0
udev_t,device_t,chr_file,getattr,0
udev_t,device_t,chr_file,setattr,0
xdm_t,xdm_tmp_t,file,read,0
xdm_t,xdm_tmp_t,file,write,0
xdm_t,xdm_tmp_t,file,create,0
xdm_t,xdm_tmp_t,file,unlink,0
xdm_t,xdm_tmp_t,file,rename,0
xdm_t,xdm_tmp_t,file,getattr,0
xdm_t,xdm_tmp_t,file,setattr,0
zabbix_agent_t,zabbix_var_lib_t,dir,read,0
zabbix_agent_t,zabbix_var_lib_t,dir,write,0
zabbix_agent_t,zabbix_var_lib_t,dir,add_name,0
zabbix_agent_t,zabbix_var_lib_t,dir,remove_name,0
zabbix_agent_t,zabbix_var_lib_t,dir,search,0
zabbix_agent_t,zabbix_var_lib_t,dir,getattr,0
zabbix_agent_t,zabbix_var_lib_t,dir,setattr,0
user_t,user_tmp_t,file,read,0
user_t,user_tmp_t,file,write,0
user_t,user_tmp_t,file,create,0
user_t,user_tmp_t,file,unlink,0
user_t,user_tmp_t,file,rename,0
user_t,user_tmp_t,file,getattr,0
user_t,user_tmp_t,file,setattr,0
admin_t,admin_home_t,dir,read,0
admin_t,admin_home_t,dir,write,0
admin_t,admin_home_t,dir,execute,0
admin_t,admin_home_t,dir,create,0
admin_t,admin_home_t,dir,getattr,0
admin_t,admin_home_t,dir,setattr,0
admin_t,admin_home_t,dir,search,0
admin_t,admin_home_t,dir,ioctl,0
admin_t,admin_home_t,dir,lock,0
httpd_t,http_port_t,tcp_socket,name_bind,0
httpd_t,http_port_t,tcp_socket,listen,0
httpd_t,http_port_t,tcp_socket,accept,0
named_t,dns_port_t,udp_socket,name_bind,0
named_t,dns_port_t,udp_socket,recv,0
named_t,dns_port_t,udp_socket,send,0
backup_t,backup_exec_t,file,read,0
backup_t,backup_exec_t,file,execute,0
backup_t,backup_exec_t,file,getattr,0
backup_t,backup_exec_t,file,execute_no_trans,0
audit_t,auditd_log_t,dir,read,0
audit_t,auditd_log_t,dir,write,0
audit_t,auditd_log_t,dir,add_name,0
audit_t,auditd_log_t,dir,remove_name,0
audit_t,auditd_log_t,dir,search,0
audit_t,auditd_log_t,dir,getattr,0
audit_t,auditd_log_t,dir,setattr,0
sshd_t,sshd_key_t,file,read,0
sshd_t,sshd_key_t,file,getattr,0
mail_t,smtp_port_t,tcp_socket,name_bind,0
mail_t,smtp_port_t,tcp_socket,listen,0
mail_t,smtp_port_t,tcp_socket,accept,0
cron_t,user_cron_spool_t,file,read,0
cron_t,user_cron_spool_t,file,getattr,0
logrotate_t,logrotate_tmp_t,file,read,0
logrotate_t,logrotate_tmp_t,file,write,0
logrotate_t,logrotate_tmp_t,file,create,0
logrotate_t,logrotate_tmp_t,file,unlink,0
logrotate_t,logrotate_tmp_t,file,rename,0
logrotate_t,logrotate_tmp_t,file,getattr,0
logrotate_t,logrotate_tmp_t,file,setattr,0
passwd_t,passwd_exec_t,file,read,0
passwd_t,passwd_exec_t,file,execute,0
passwd_t,passwd_exec_t,file,getattr,0
passwd_t,passwd_exec_t,file,execute_no_trans,0
nfsd_t,nfsd_port_t,tcp_socket,name_bind,0
nfsd_t,nfsd_port_t,tcp_socket,listen,0
nfsd_t,nfsd_port_t,tcp_socket,accept,0
ftpd_t,ftp_port_t,tcp_socket,name_bind,0
ftpd_t,ftp_port_t,tcp_socket,listen,0
ftpd_t,ftp_port_t,tcp_socket,accept,0
mysqld_t,mysqld_port_t,tcp_socket,name_bind,0
mysqld_t,mysqld_port_t,tcp_socket,listen,0
mysqld_t,mysqld_port_t,tcp_socket,accept,0
postfix_t,postfix_master_map_t,file,read,0
postfix_t,postfix_master_map_t,file,getattr,0
squid_t,squid_port_t,tcp_socket,name_bind,0
squid_t,squid_port_t,tcp_socket,listen,0
squid_t,squid_port_t,tcp_socket,accept,0
dhcpd_t,dhcpd_port_t,udp_socket,name_bind,0
dhcpd_t,dhcpd_port_t,udp_socket,recv,0
dhcpd_t,dhcpd_port_t,udp_socket,send,0
ntpd_t,ntp_port_t,udp_socket,name_bind,0
ntpd_t,ntp_port_t,udp_socket,recv,0
ntpd_t,ntp_port_t,udp_socket,send,0
snmpd_t,snmp_port_t,udp_socket,name_bind,0
snmpd_t,snmp_port_t,udp_socket,recv,0
snmpd_t,snmp_port_t,udp_socket,send,0
syslogd_t,syslogd_port_t,udp_socket,name_bind,0
syslogd_t,syslogd_port_t,udp_socket,recv,0
syslogd_t,syslogd_port_t,udp_socket,send,0
udev_t,udev_rules_t,file,read,0
udev_t,udev_rules_t,file,getattr,0
xdm_t,xdm_exec_t,file,read,0
xdm_t,xdm_exec_t,file,execute,0
xdm_t,xdm_exec_t,file,getattr,0
xdm_t,xdm_exec_t,file,execute_no_trans,0
zabbix_agent_t,zabbix_port_t,tcp_socket,name_bind,0
zabbix_agent_t,zabbix_port_t,tcp_socket,listen,0
zabbix_agent_t,zabbix_port_t,tcp_socket,accept,0
user_t,financial_t,file,read,1
user_t,financial_t,file,write,1
admin_t,hr_t,file,read,1
admin_t,hr_t,file,write,1
httpd_t,database_t,file,read,1
httpd_t,database_t,file,write,1
named_t,confidential_t,file,read,1
backup_t,financial_t,file,read,1
backup_t,financial_t,file,write,1
audit_t,hr_t,file,read,1
audit_t,hr_t,file,write,1
sshd_t,database_t,file,read,1
mail_t,confidential_t,file,read,1
mail_t,confidential_t,file,write,1
cron_t,financial_t,file,read,1
logrotate_t,hr_t,file,read,1
passwd_t,database_t,file,read,1
passwd_t,database_t,file,write,1
nfsd_t,confidential_t,file,read,1
nfsd_t,confidential_t,file,write,1
ftpd_t,financial_t,file,read,1
mysqld_t,hr_t,file,read,1
mysqld_t,hr_t,file,write,1
postfix_t,database_t,file,read,1
squid_t,confidential_t,file,read,1
squid_t,confidential_t,file,write,1
dhcpd_t,financial_t,file,read,1
ntpd_t,hr_t,file,read,1
snmpd_t,database_t,file,read,1
snmpd_t,database_t,file,write,1
syslogd_t,confidential_t,file,read,1
udev_t,financial_t,file,read,1
udev_t,financial_t,file,write,1
xdm_t,hr_t,file,read,1
zabbix_agent_t,database_t,file,read,1
zabbix_agent_t,database_t,file,write,1
user_t,all_files_t,file,read,2
user_t,all_files_t,file,write,2
user_t,all_files_t,file,execute,2
user_t,all_files_t,file,append,2
user_t,all_files_t,file,unlink,2
user_t,all_files_t,file,create,2
user_t,all_files_t,file,rename,2
user_t,all_files_t,file,setattr,2
user_t,all_files_t,file,getattr,2
user_t,all_files_t,file,lock,2
user_t,all_files_t,file,relabelfrom,2
user_t,all_files_t,file,relabelto,2
user_t,all_files_t,file,ioctl,2
user_t,all_files_t,file,link,2
user_t,all_files_t,file,open,2
user_t,all_files_t,file,quotaon,2
user_t,all_files_t,file,swapon,2
user_t,all_files_t,file,mounton,2
admin_t,all_files_t,dir,read,2
admin_t,all_files_t,dir,write,2
admin_t,all_files_t,dir,add_name,2
admin_t,all_files_t,dir,remove_name,2
admin_t,all_files_t,dir,reparent,2
admin_t,all_files_t,dir,search,2
admin_t,all_files_t,dir,getattr,2
admin_t,all_files_t,dir,setattr,2
admin_t,all_files_t,dir,ioctl,2
admin_t,all_files_t,dir,lock,2
admin_t,all_files_t,dir,open,2
admin_t,all_files_t,dir,quotaon,2
admin_t,all_files_t,dir,swapon,2
admin_t,all_files_t,dir,mounton,2
httpd_t,all_ports_t,tcp_socket,name_bind,2
httpd_t,all_ports_t,tcp_socket,create,2
httpd_t,all_ports_t,tcp_socket,connect,2
httpd_t,all_ports_t,tcp_socket,listen,2
httpd_t,all_ports_t,tcp_socket,accept,2
httpd_t,all_ports_t,tcp_socket,send,2
httpd_t,all_ports_t,tcp_socket,recv,2
httpd_t,all_ports_t,tcp_socket,setopt,2
httpd_t,all_ports_t,tcp_socket,getopt,2
httpd_t,all_ports_t,tcp_socket,shutdown,2
httpd_t,all_ports_t,tcp_socket,recvfrom,2
httpd_t,all_ports_t,tcp_socket,sendto,2
httpd_t,all_ports_t,tcp_socket,name_connect,2
named_t,all_ports_t,udp_socket,name_bind,2
named_t,all_ports_t,udp_socket,create,2
named_t,all_ports_t,udp_socket,connect,2
named_t,all_ports_t,udp_socket,send,2
named_t,all_ports_t,udp_socket,recv,2
named_t,all_ports_t,udp_socket,setopt,2
named_t,all_ports_t,udp_socket,getopt,2
named_t,all_ports_t,udp_socket,shutdown,2
named_t,all_ports_t,udp_socket,recvfrom,2
named_t,all_ports_t,udp_socket,sendto,2
backup_t,all_files_t,file,read,2
backup_t,all_files_t,file,write,2
backup_t,all_files_t,file,execute,2
backup_t,all_files_t,file,append,2
backup_t,all_files_t,file,unlink,2
backup_t,all_files_t,file,create,2
backup_t,all_files_t,file,rename,2
backup_t,all_files_t,file,setattr,2
backup_t,all_files_t,file,getattr,2
backup_t,all_files_t,file,lock,2
backup_t,all_files_t,file,relabelfrom,2
backup_t,all_files_t,file,relabelto,2
backup_t,all_files_t,file,ioctl,2
backup_t,all_files_t,file,link,2
backup_t,all_files_t,file,open,2
backup_t,all_files_t,file,quotaon,2
backup_t,all_files_t,file,swapon,2
backup_t,all_files_t,file,mounton,2
audit_t,all_files_t,dir,read,2
audit_t,all_files_t,dir,write,2
audit_t,all_files_t,dir,add_name,2
audit_t,all_files_t,dir,remove_name,2
audit_t,all_files_t,dir,reparent,2
audit_t,all_files_t,dir,search,2
audit_t,all_files_t,dir,getattr,2
audit_t,all_files_t,dir,setattr,2
audit_t,all_files_t,dir,ioctl,2
audit_t,all_files_t,dir,lock,2
audit_t,all_files_t,dir,open,2
audit_t,all_files_t,dir,quotaon,2
audit_t,all_files_t,dir,swapon,2
audit_t,all_files_t,dir,mounton,2
sshd_t,all_ports_t,tcp_socket,name_bind,2
sshd_t,all_ports_t,tcp_socket,create,2
sshd_t,all_ports_t,tcp_socket,connect,2
sshd_t,all_ports_t,tcp_socket,listen,2
sshd_t,all_ports_t,tcp_socket,accept,2
sshd_t,all_ports_t,tcp_socket,send,2
sshd_t,all_ports_t,tcp_socket,recv,2
sshd_t,all_ports_t,tcp_socket,setopt,2
sshd_t,all_ports_t,tcp_socket,getopt,2
sshd_t,all_ports_t,tcp_socket,shutdown,2
sshd_t,all_ports_t,tcp_socket,recvfrom,2
sshd_t,all_ports_t,tcp_socket,sendto,2
sshd_t,all_ports_t,tcp_socket,name_connect,2
mail_t,all_ports_t,udp_socket,name_bind,2
mail_t,all_ports_t,udp_socket,create,2
mail_t,all_ports_t,udp_socket,connect,2
mail_t,all_ports_t,udp_socket,send,2
mail_t,all_ports_t,udp_socket,recv,2
mail_t,all_ports_t,udp_socket,setopt,2
mail_t,all_ports_t,udp_socket,getopt,2
mail_t,all_ports_t,udp_socket,shutdown,2
mail_t,all_ports_t,udp_socket,recvfrom,2
mail_t,all_ports_t,udp_socket,sendto,2
cron_t,all_files_t,file,read,2
cron_t,all_files_t,file,write,2
cron_t,all_files_t,file,execute,2
cron_t,all_files_t,file,append,2
cron_t,all_files_t,file,unlink,2
cron_t,all_files_t,file,create,2
cron_t,all_files_t,file,rename,2
cron_t,all_files_t,file,setattr,2
cron_t,all_files_t,file,getattr,2
cron_t,all_files_t,file,lock,2
cron_t,all_files_t,file,relabelfrom,2
cron_t,all_files_t,file,relabelto,2
cron_t,all_files_t,file,ioctl,2
cron_t,all_files_t,file,link,2
cron_t,all_files_t,file,open,2
cron_t,all_files_t,file,quotaon,2
cron_t,all_files_t,file,swapon,2
cron_t,all_files_t,file,mounton,2
logrotate_t,all_files_t,dir,read,2
logrotate_t,all_files_t,dir,write,2
logrotate_t,all_files_t,dir,add_name,2
logrotate_t,all_files_t,dir,remove_name,2
logrotate_t,all_files_t,dir,reparent,2
logrotate_t,all_files_t,dir,search,2
logrotate_t,all_files_t,dir,getattr,2
logrotate_t,all_files_t,dir,setattr,2
logrotate_t,all_files_t,dir,ioctl,2
logrotate_t,all_files_t,dir,lock,2
logrotate_t,all_files_t,dir,open,2
logrotate_t,all_files_t,dir,quotaon,2
logrotate_t,all_files_t,dir,swapon,2
logrotate_t,all_files_t,dir,mounton,2
passwd_t,all_ports_t,tcp_socket,name_bind,2
passwd_t,all_ports_t,tcp_socket,create,2
passwd_t,all_ports_t,tcp_socket,connect,2
passwd_t,all_ports_t,tcp_socket,listen,2
passwd_t,all_ports_t,tcp_socket,accept,2
passwd_t,all_ports_t,tcp_socket,send,2
passwd_t,all_ports_t,tcp_socket,recv,2
passwd_t,all_ports_t,tcp_socket,setopt,2
passwd_t,all_ports_t,tcp_socket,getopt,2
passwd_t,all_ports_t,tcp_socket,shutdown,2
passwd_t,all_ports_t,tcp_socket,recvfrom,2
passwd_t,all_ports_t,tcp_socket,sendto,2
passwd_t,all_ports_t,tcp_socket,name_connect,2
nfsd_t,all_ports_t,udp_socket,name_bind,2
nfsd_t,all_ports_t,udp_socket,create,2
nfsd_t,all_ports_t,udp_socket,connect,2
nfsd_t,all_ports_t,udp_socket,send,2
nfsd_t,all_ports_t,udp_socket,recv,2
nfsd_t,all_ports_t,udp_socket,setopt,2
nfsd_t,all_ports_t,udp_socket,getopt,2
nfsd_t,all_ports_t,udp_socket,shutdown,2
nfsd_t,all_ports_t,udp_socket,recvfrom,2
nfsd_t,all_ports_t,udp_socket,sendto,2
ftpd_t,all_files_t,file,read,2
ftpd_t,all_files_t,file,write,2
ftpd_t,all_files_t,file,execute,2
ftpd_t,all_files_t,file,append,2
ftpd_t,all_files_t,file,unlink,2
ftpd_t,all_files_t,file,create,2
ftpd_t,all_files_t,file,rename,2
ftpd_t,all_files_t,file,setattr,2
ftpd_t,all_files_t,file,getattr,2
ftpd_t,all_files_t,file,lock,2
ftpd_t,all_files_t,file,relabelfrom,2
ftpd_t,all_files_t,file,relabelto,2
ftpd_t,all_files_t,file,ioctl,2
ftpd_t,all_files_t,file,link,2
ftpd_t,all_files_t,file,open,2
ftpd_t,all_files_t,file,quotaon,2
ftpd_t,all_files_t,file,swapon,2
ftpd_t,all_files_t,file,mounton,2
mysqld_t,all_files_t,dir,read,2
mysqld_t,all_files_t,dir,write,2
mysqld_t,all_files_t,dir,add_name,2
mysqld_t,all_files_t,dir,remove_name,2
mysqld_t,all_files_t,dir,reparent,2
mysqld_t,all_files_t,dir,search,2
mysqld_t,all_files_t,dir,getattr,2
mysqld_t,all_files_t,dir,setattr,2
mysqld_t,all_files_t,dir,ioctl,2
mysqld_t,all_files_t,dir,lock,2
mysqld_t,all_files_t,dir,open,2
mysqld_t,all_files_t,dir,quotaon,2
mysqld_t,all_files_t,dir,swapon,2
mysqld_t,all_files_t,dir,mounton,2
postfix_t,all_ports_t,tcp_socket,name_bind,2
postfix_t,all_ports_t,tcp_socket,create,2
postfix_t,all_ports_t,tcp_socket,connect,2
postfix_t,all_ports_t,tcp_socket,listen,2
postfix_t,all_ports_t,tcp_socket,accept,2
postfix_t,all_ports_t,tcp_socket,send,2
postfix_t,all_ports_t,tcp_socket,recv,2
postfix_t,all_ports_t,tcp_socket,setopt,2
postfix_t,all_ports_t,tcp_socket,getopt,2
postfix_t,all_ports_t,tcp_socket,shutdown,2
postfix_t,all_ports_t,tcp_socket,recvfrom,2
postfix_t,all_ports_t,tcp_socket,sendto,2
postfix_t,all_ports_t,tcp_socket,name_connect,2
squid_t,all_ports_t,udp_socket,name_bind,2
squid_t,all_ports_t,udp_socket,create,2
squid_t,all_ports_t,udp_socket,connect,2
squid_t,all_ports_t,udp_socket,send,2
squid_t,all_ports_t,udp_socket,recv,2
squid_t,all_ports_t,udp_socket,setopt,2
squid_t,all_ports_t,udp_socket,getopt,2
squid_t,all_ports_t,udp_socket,shutdown,2
squid_t,all_ports_t,udp_socket,recvfrom,2
squid_t,all_ports_t,udp_socket,sendto,2
dhcpd_t,all_files_t,file,read,2
dhcpd_t,all_files_t,file,write,2
dhcpd_t,all_files_t,file,execute,2
dhcpd_t,all_files_t,file,append,2
dhcpd_t,all_files_t,file,unlink,2
dhcpd_t,all_files_t,file,create,2
dhcpd_t,all_files_t,file,rename,2
dhcpd_t,all_files_t,file,setattr,2
dhcpd_t,all_files_t,file,getattr,2
dhcpd_t,all_files_t,file,lock,2
dhcpd_t,all_files_t,file,relabelfrom,2
dhcpd_t,all_files_t,file,relabelto,2
dhcpd_t,all_files_t,file,ioctl,2
dhcpd_t,all_files_t,file,link,2
dhcpd_t,all_files_t,file,open,2
dhcpd_t,all_files_t,file,quotaon,2
dhcpd_t,all_files_t,file,swapon,2
dhcpd_t,all_files_t,file,mounton,2
ntpd_t,all_files_t,dir,read,2
ntpd_t,all_files_t,dir,write,2
ntpd_t,all_files_t,dir,add_name,2
ntpd_t,all_files_t,dir,remove_name,2
ntpd_t,all_files_t,dir,reparent,2
ntpd_t,all_files_t,dir,search,2
ntpd_t,all_files_t,dir,getattr,2
ntpd_t,all_files_t,dir,setattr,2
ntpd_t,all_files_t,dir,ioctl,2
ntpd_t,all_files_t,dir,lock,2
ntpd_t,all_files_t,dir,open,2
ntpd_t,all_files_t,dir,quotaon,2
ntpd_t,all_files_t,dir,swapon,2
ntpd_t,all_files_t,dir,mounton,2
snmpd_t,all_ports_t,tcp_socket,name_bind,2
snmpd_t,all_ports_t,tcp_socket,create,2
snmpd_t,all_ports_t,tcp_socket,connect,2
snmpd_t,all_ports_t,tcp_socket,listen,2
snmpd_t,all_ports_t,tcp_socket,accept,2
snmpd_t,all_ports_t,tcp_socket,send,2
snmpd_t,all_ports_t,tcp_socket,recv,2
snmpd_t,all_ports_t,tcp_socket,setopt,2
snmpd_t,all_ports_t,tcp_socket,getopt,2
snmpd_t,all_ports_t,tcp_socket,shutdown,2
snmpd_t,all_ports_t,tcp_socket,recvfrom,2
snmpd_t,all_ports_t,tcp_socket,sendto,2
snmpd_t,all_ports_t,tcp_socket,name_connect,2
syslogd_t,all_ports_t,udp_socket,name_bind,2
syslogd_t,all_ports_t,udp_socket,create,2
syslogd_t,all_ports_t,udp_socket,connect,2
syslogd_t,all_ports_t,udp_socket,send,2
syslogd_t,all_ports_t,udp_socket,recv,2
syslogd_t,all_ports_t,udp_socket,setopt,2
syslogd_t,all_ports_t,udp_socket,getopt,2
syslogd_t,all_ports_t,udp_socket,shutdown,2
syslogd_t,all_ports_t,udp_socket,recvfrom,2
syslogd_t,all_ports_t,udp_socket,sendto,2
udev_t,all_files_t,file,read,2
udev_t,all_files_t,file,write,2
udev_t,all_files_t,file,execute,2
udev_t,all_files_t,file,append,2
udev_t,all_files_t,file,unlink,2
udev_t,all_files_t,file,create,2
udev_t,all_files_t,file,rename,2
udev_t,all_files_t,file,setattr,2
udev_t,all_files_t,file,getattr,2
udev_t,all_files_t,file,lock,2
udev_t,all_files_t,file,relabelfrom,2
udev_t,all_files_t,file,relabelto,2
udev_t,all_files_t,file,ioctl,2
udev_t,all_files_t,file,link,2
udev_t,all_files_t,file,open,2
udev_t,all_files_t,file,quotaon,2
udev_t,all_files_t,file,swapon,2
udev_t,all_files_t,file,mounton,2
xdm_t,all_files_t,dir,read,2
xdm_t,all_files_t,dir,write,2
xdm_t,all_files_t,dir,add_name,2
xdm_t,all_files_t,dir,remove_name,2
xdm_t,all_files_t,dir,reparent,2
xdm_t,all_files_t,dir,search,2
xdm_t,all_files_t,dir,getattr,2
xdm_t,all_files_t,dir,setattr,2
xdm_t,all_files_t,dir,ioctl,2
xdm_t,all_files_t,dir,lock,2
xdm_t,all_files_t,dir,open,2
xdm_t,all_files_t,dir,quotaon,2
xdm_t,all_files_t,dir,swapon,2
xdm_t,all_files_t,dir,mounton,2
zabbix_agent_t,all_ports_t,tcp_socket,name_bind,2
zabbix_agent_t,all_ports_t,tcp_socket,create,2
zabbix_agent_t,all_ports_t,tcp_socket,connect,2
zabbix_agent_t,all_ports_t,tcp_socket,listen,2
zabbix_agent_t,all_ports_t,tcp_socket,accept,2
zabbix_agent_t,all_ports_t,tcp_socket,send,2
zabbix_agent_t,all_ports_t,tcp_socket,recv,2
zabbix_agent_t,all_ports_t,tcp_socket,setopt,2
zabbix_agent_t,all_ports_t,tcp_socket,getopt,2
zabbix_agent_t,all_ports_t,tcp_socket,shutdown,2
zabbix_agent_t,all_ports_t,tcp_socket,recvfrom,2
zabbix_agent_t,all_ports_t,tcp_socket,sendto,2
zabbix_agent_t,all_ports_t,tcp_socket,name_connect,2
