1,2
NetworkManager_dispatcher_winbind_script_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, networkmanager_dispatcher_script"
NetworkManager_dispatcher_winbind_t,"application_domain_type, corenet_unlabeled_type, domain, networkmanager_dispatcher_plugin, pcmcia_typeattr_1"
NetworkManager_etc_rw_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
NetworkManager_etc_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
NetworkManager_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry, systemprocess_entry"
NetworkManager_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
NetworkManager_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
NetworkManager_priv_helper_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
NetworkManager_priv_helper_t,"application_domain_type, corenet_unlabeled_type, domain, system_bus_type, systemprocess, syslog_client_type, pcmcia_typeattr_1"
NetworkManager_ssh_t,"application_domain_type, nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, syslog_client_type, pcmcia_typeattr_1"
NetworkManager_t,"application_domain_type, nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, system_bus_type, initrc_transition_domain, daemon, systemprocess, syslog_client_type, pcmcia_typeattr_1, userdom_home_reader_certs_type"
NetworkManager_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
NetworkManager_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
NetworkManager_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
NetworkManager_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
abrt_dump_oops_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
abrt_dump_oops_t,"abrt_domain, application_domain_type, can_change_object_identity, corenet_unlabeled_type, domain, kernel_system_state_reader, systemprocess, syslog_client_type, pcmcia_typeattr_1"
abrt_etc_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
abrt_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry, systemprocess_entry"
abrt_handle_event_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
abrt_handle_event_t,"abrt_domain, application_domain_type, can_read_shadow_passwords, can_write_shadow_passwords, can_relabelto_shadow_passwords, can_change_object_identity, can_load_kernmodule, can_load_policy, can_setbool, can_setenforce, can_setsecparam, corenet_unconfined_type, corenet_unlabeled_type, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, kern_unconfined, kernel_system_state_reader, named_filetrans_domain, process_uncond_exempt, selinux_unconfined_type, storage_unconfined_type, unconfined_domain_type, dbusd_unconfined, sepgsql_unconfined_type, can_relabelto_binary_policy, userdom_filetrans_type, x_domain, xserver_unconfined_type"
abrt_helper_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
abrt_helper_t,"abrt_domain, application_domain_type, nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, syslog_client_type, pcmcia_typeattr_1"
abrt_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
abrt_retrace_cache_t,"file_type, non_auth_file_type, non_security_file_type"
abrt_retrace_coredump_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
abrt_retrace_coredump_t,"abrt_domain, application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, syslog_client_type, pcmcia_typeattr_1"
abrt_retrace_spool_t,"file_type, non_auth_file_type, non_security_file_type, spoolfile"
abrt_retrace_worker_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
abrt_retrace_worker_t,"abrt_domain, application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, syslog_client_type, pcmcia_typeattr_1"
abrt_t,"abrt_domain, application_domain_type, nsswitch_domain, can_dump_kernel, can_receive_kernel_messages, corenet_unlabeled_type, domain, kernel_system_state_reader, memory_raw_read, netlabel_peer_type, system_bus_type, daemon, systemprocess, syslog_client_type, pcmcia_typeattr_1"
abrt_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
abrt_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
abrt_upload_watch_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
abrt_upload_watch_t,"abrt_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, daemon, syslog_client_type, pcmcia_typeattr_1"
abrt_upload_watch_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
abrt_var_cache_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile, user_tmp_type"
abrt_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
abrt_var_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
abrt_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
abrt_watch_log_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
abrt_watch_log_t,"abrt_domain, nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
accelerator_device_t,device_node
accountsd_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry, systemprocess_entry"
accountsd_t,"application_domain_type, can_read_shadow_passwords, nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, system_bus_type, daemon, systemprocess, syslog_client_type, pcmcia_typeattr_1"
accountsd_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
accountsd_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
acct_data_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
acct_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
acct_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
acct_t,"application_domain_type, nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, systemprocess, syslog_client_type, pcmcia_typeattr_1"
acpi_device_t,device_node
adjtime_t,"file_type, non_auth_file_type, non_security_file_type"
admin_home_t,"file_type, mountpoint, non_auth_file_type, non_security_file_type, polymember, polyparent"
admin_passwd_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
afs3_callback_client_packet_t,"client_packet_type, packet_type"
afs3_callback_port_t,"defined_port_type, port_type, unreserved_port_type"
afs3_callback_server_packet_t,"packet_type, server_packet_type"
afs_bos_client_packet_t,"client_packet_type, packet_type"
afs_bos_port_t,"defined_port_type, port_type, unreserved_port_type"
afs_bos_server_packet_t,"packet_type, server_packet_type"
afs_bosserver_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
afs_bosserver_t,"afs_domain, corenet_unlabeled_type, domain, netlabel_peer_type, daemon, pcmcia_typeattr_1"
afs_cache_t,"file_type, non_auth_file_type, non_security_file_type"
afs_config_t,"file_type, non_auth_file_type, non_security_file_type"
afs_dbdir_t,"file_type, non_auth_file_type, non_security_file_type"
afs_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
afs_files_t,"file_type, non_auth_file_type, non_security_file_type"
afs_fs_client_packet_t,"client_packet_type, packet_type"
afs_fs_port_t,"defined_port_type, port_type, unreserved_port_type"
afs_fs_server_packet_t,"packet_type, server_packet_type"
afs_fsserver_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
afs_fsserver_t,"afs_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, syslog_client_type, pcmcia_typeattr_1"
afs_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
afs_ka_client_packet_t,"client_packet_type, packet_type"
afs_ka_db_t,"file_type, non_auth_file_type, non_security_file_type"
afs_ka_port_t,"defined_port_type, port_type, unreserved_port_type"
afs_ka_server_packet_t,"packet_type, server_packet_type"
afs_kaserver_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
afs_kaserver_t,"afs_domain, corenet_unlabeled_type, domain, netlabel_peer_type, pcmcia_typeattr_1"
afs_logfile_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
afs_pt_client_packet_t,"client_packet_type, packet_type"
afs_pt_db_t,"file_type, non_auth_file_type, non_security_file_type"
afs_pt_port_t,"defined_port_type, port_type, unreserved_port_type"
afs_pt_server_packet_t,"packet_type, server_packet_type"
afs_ptserver_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
afs_ptserver_t,"afs_domain, corenet_unlabeled_type, domain, netlabel_peer_type, pcmcia_typeattr_1"
afs_t,"afs_domain, corenet_unlabeled_type, domain, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
afs_vl_client_packet_t,"client_packet_type, packet_type"
afs_vl_db_t,"file_type, non_auth_file_type, non_security_file_type"
afs_vl_port_t,"defined_port_type, port_type, unreserved_port_type"
afs_vl_server_packet_t,"packet_type, server_packet_type"
afs_vlserver_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
afs_vlserver_t,"afs_domain, corenet_unlabeled_type, domain, netlabel_peer_type, pcmcia_typeattr_1"
afterburn_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
afterburn_t,"nsswitch_domain, can_dump_kernel, can_receive_kernel_messages, corenet_unlabeled_type, domain, netlabel_peer_type, daemon, pcmcia_typeattr_1"
afterburn_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
agentx_client_packet_t,"client_packet_type, packet_type"
agentx_port_t,"defined_port_type, port_type, reserved_port_type, rpc_port_type"
agentx_server_packet_t,"packet_type, server_packet_type"
agp_device_t,device_node
aiccu_etc_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
aiccu_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
aiccu_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
aiccu_t,"corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
aiccu_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
aide_db_t,"file_type, non_auth_file_type, non_security_file_type"
aide_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
aide_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
aide_t,"application_domain_type, can_read_shadow_passwords, corenet_unlabeled_type, domain, daemon, syslog_client_type, pcmcia_typeattr_1"
ajaxterm_devpts_t,"device_node, ptynode"
ajaxterm_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
ajaxterm_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
ajaxterm_ssh_t,"application_domain_type, nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, syslog_client_type, pcmcia_typeattr_1"
ajaxterm_t,"corenet_unlabeled_type, domain, kernel_system_state_reader, daemon, pcmcia_typeattr_1"
ajaxterm_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
alsa_etc_rw_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
alsa_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
alsa_home_t,"file_type, non_auth_file_type, non_security_file_type, polymember, user_home_type"
alsa_lock_t,"file_type, lockfile, non_auth_file_type, non_security_file_type"
alsa_t,"application_domain_type, nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, systemprocess, syslog_client_type, pcmcia_typeattr_1"
alsa_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
alsa_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, tmpfsfile"
alsa_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
alsa_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
alsa_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
amanda_amandates_t,"file_type, non_auth_file_type, non_security_file_type"
amanda_client_packet_t,"client_packet_type, packet_type"
amanda_config_t,"file_type, non_auth_file_type, non_security_file_type"
amanda_data_t,"file_type, non_auth_file_type, non_security_file_type"
amanda_dumpdates_t,"file_type, non_auth_file_type, non_security_file_type"
amanda_exec_t,"application_exec_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
amanda_gnutarlists_t,"file_type, non_auth_file_type, non_security_file_type"
amanda_inetd_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
amanda_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
amanda_port_t,"defined_port_type, port_type, unreserved_port_type"
amanda_recover_dir_t,"file_type, non_auth_file_type, non_security_file_type"
amanda_recover_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
amanda_recover_t,"application_domain_type, nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, pcmcia_typeattr_1"
amanda_server_packet_t,"packet_type, server_packet_type"
amanda_t,"can_read_shadow_passwords, nsswitch_domain, corenet_unlabeled_type, domain, fixed_disk_raw_read, kernel_system_state_reader, netlabel_peer_type, scsi_generic_write, daemon, syslog_client_type, pcmcia_typeattr_1"
amanda_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
amanda_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, tmpfsfile"
amanda_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
amanda_usr_lib_t,"file_type, non_auth_file_type, non_security_file_type, prelink_object"
amanda_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
amavisd_recv_client_packet_t,"client_packet_type, packet_type"
amavisd_recv_port_t,"defined_port_type, port_type, unreserved_port_type"
amavisd_recv_server_packet_t,"packet_type, server_packet_type"
amavisd_send_client_packet_t,"client_packet_type, packet_type"
amavisd_send_port_t,"defined_port_type, port_type, unreserved_port_type"
amavisd_send_server_packet_t,"packet_type, server_packet_type"
amqp_client_packet_t,"client_packet_type, packet_type"
amqp_port_t,"defined_port_type, port_type, unreserved_port_type"
amqp_server_packet_t,"packet_type, server_packet_type"
amtu_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
amtu_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
amtu_t,"application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, systemprocess, pcmcia_typeattr_1"
anaconda_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
anaconda_t,"can_read_shadow_passwords, can_write_shadow_passwords, can_relabelto_shadow_passwords, can_change_object_identity, can_load_kernmodule, can_load_policy, can_setbool, can_setenforce, can_setsecparam, corenet_unconfined_type, corenet_unlabeled_type, devices_unconfined_type, domain, files_unconfined_type, filesystem_unconfined_type, kern_unconfined, named_filetrans_domain, process_uncond_exempt, selinux_unconfined_type, storage_unconfined_type, unconfined_domain_type, dbusd_unconfined, initrc_transition_domain, syslog_client_type, sepgsql_unconfined_type, can_relabelto_binary_policy, userdom_filetrans_type, x_domain, xserver_unconfined_type"
anacron_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
anon_inodefs_t,"file_type, filesystem_type, mountpoint, non_auth_file_type, non_security_file_type"
antivirus_home_t,"file_type, non_auth_file_type, non_security_file_type, polymember, user_home_type"
aol_client_packet_t,"client_packet_type, packet_type"
aol_port_t,"defined_port_type, port_type, unreserved_port_type"
aol_server_packet_t,"packet_type, server_packet_type"
apc_client_packet_t,"client_packet_type, packet_type"
apc_port_t,"defined_port_type, port_type, unreserved_port_type"
apc_server_packet_t,"packet_type, server_packet_type"
apcupsd_client_packet_t,"client_packet_type, packet_type"
apcupsd_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
apcupsd_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
apcupsd_lock_t,"file_type, lockfile, non_auth_file_type, non_security_file_type"
apcupsd_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
apcupsd_port_t,"defined_port_type, port_type, unreserved_port_type"
apcupsd_power_t,"file_type, non_auth_file_type, non_security_file_type"
apcupsd_server_packet_t,"packet_type, server_packet_type"
apcupsd_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
apcupsd_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile, mailcontent_type"
apcupsd_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
apcupsd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
apertus_ldp_client_packet_t,"client_packet_type, packet_type"
apertus_ldp_port_t,"defined_port_type, port_type, reserved_port_type, rpc_port_type"
apertus_ldp_server_packet_t,"packet_type, server_packet_type"
apm_bios_t,device_node
apm_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
apm_t,"application_domain_type, corenet_unlabeled_type, domain, kernel_system_state_reader, syslog_client_type, pcmcia_typeattr_1"
apmd_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
apmd_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
apmd_lock_t,"file_type, lockfile, non_auth_file_type, non_security_file_type"
apmd_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
apmd_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, initrc_transition_domain, daemon, syslog_client_type, pcmcia_typeattr_1"
apmd_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
apmd_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
apmd_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
apmd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
appswitch_emp_client_packet_t,"client_packet_type, packet_type"
appswitch_emp_port_t,"defined_port_type, port_type, unreserved_port_type"
appswitch_emp_server_packet_t,"packet_type, server_packet_type"
arpwatch_data_t,"file_type, non_auth_file_type, non_security_file_type"
arpwatch_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
arpwatch_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
arpwatch_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
arpwatch_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
arpwatch_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
arpwatch_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
asterisk_client_packet_t,"client_packet_type, packet_type"
asterisk_etc_t,"configfile, file_type, non_auth_file_type, non_security_file_type"
asterisk_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
asterisk_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
asterisk_log_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
asterisk_port_t,"defined_port_type, port_type, unreserved_port_type"
asterisk_server_packet_t,"packet_type, server_packet_type"
asterisk_spool_t,"file_type, non_auth_file_type, non_security_file_type, spoolfile"
asterisk_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
asterisk_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile, mailcontent_type"
asterisk_tmpfs_t,"file_type, non_auth_file_type, non_security_file_type, tmpfsfile"
asterisk_var_lib_t,"file_type, non_auth_file_type, non_security_file_type"
asterisk_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile, daemonrundir"
audio_home_t,"file_type, non_auth_file_type, non_security_file_type, polymember, user_home_type"
audisp_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
audisp_remote_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type"
audisp_remote_t,"nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, syslog_client_type, pcmcia_typeattr_1"
audisp_t,"application_domain_type, nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, systemprocess, syslog_client_type, pcmcia_typeattr_1"
audisp_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
audit_client_packet_t,"client_packet_type, packet_type"
audit_port_t,"defined_port_type, port_type, reserved_port_type"
audit_server_packet_t,"packet_type, server_packet_type"
audit_spool_t,"file_type, mountpoint, non_auth_file_type, non_security_file_type, security_file_type, spoolfile"
auditadm_screen_t,"application_domain_type, nsswitch_domain, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, privfd, syslog_client_type, pcmcia_typeattr_1, screen_domain, userdom_home_reader_type"
auditadm_su_t,"application_domain_type, nsswitch_domain, can_change_object_identity, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, privfd, syslog_client_type, pcmcia_typeattr_1, su_domain_type"
auditadm_sudo_t,"application_domain_type, nsswitch_domain, can_change_object_identity, can_change_process_role, can_system_change, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, privfd, syslog_client_type, pcmcia_typeattr_1, sudodomain, userdom_home_manager_type"
auditadm_sudo_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
auditadm_t,"nsswitch_domain, corenet_unlabeled_type, domain, netlabel_peer_type, process_user_target, syslog_client_type, pcmcia_typeattr_1, confined_admindomain, userdomain"
auditctl_exec_t,"application_exec_type, entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, systemprocess_entry"
auditctl_t,"application_domain_type, corenet_unlabeled_type, domain, systemprocess, syslog_client_type, pcmcia_typeattr_1"
auditd_etc_t,"file_type, non_auth_file_type, security_file_type"
auditd_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, direct_init_entry"
auditd_initrc_exec_t,"entry_type, exec_type, file_type, non_auth_file_type, non_security_file_type, init_script_file_type"
auditd_log_t,"file_type, mountpoint, non_auth_file_type, security_file_type"
auditd_t,"nsswitch_domain, can_change_object_identity, corenet_unlabeled_type, domain, kernel_system_state_reader, netlabel_peer_type, daemon, syslog_client_type, pcmcia_typeattr_1"
auditd_tmp_t,"file_type, non_auth_file_type, non_security_file_type, polymember, tmpfile"
auditd_unit_file_t,"file_type, non_auth_file_type, non_security_file_type, systemd_unit_file_type"
auditd_var_run_t,"file_type, non_auth_file_type, non_security_file_type, pidfile"
auth_cache_t,"file_type, non_auth_file_type, non_security_file_type, logfile"
auth_client_packet_t,"client_packet_type, packet_type"
auth_home_t,"file_type, non_auth_file_type, non_security_file_type, polymember, user_home_type"
auth_port_t,"defined_port_type, port_type, reserved_port_type"
