Name,Permissions
ib_socket, setopt
ib_socket, shutdown
ib_socket, write
icmp_socket,accept
icmp_socket, append
icmp_socket, bind
icmp_socket, connect
icmp_socket, create
icmp_socket, getattr
icmp_socket, getopt
icmp_socket, ioctl
icmp_socket, listen
icmp_socket, lock
icmp_socket, map
icmp_socket, name_bind
icmp_socket, node_bind
icmp_socket, read
icmp_socket, recv_msg
icmp_socket, recvfrom
icmp_socket, relabelfrom
icmp_socket, relabelto
icmp_socket, send_msg
icmp_socket, sendto
icmp_socket, setattr
icmp_socket, setopt
icmp_socket, shutdown
icmp_socket, write
ieee802154_socket,accept
ieee802154_socket, append
ieee802154_socket, bind
ieee802154_socket, connect
ieee802154_socket, create
ieee802154_socket, getattr
ieee802154_socket, getopt
ieee802154_socket, ioctl
ieee802154_socket, listen
ieee802154_socket, lock
ieee802154_socket, map
ieee802154_socket, name_bind
ieee802154_socket, read
ieee802154_socket, recv_msg
ieee802154_socket, recvfrom
ieee802154_socket, relabelfrom
ieee802154_socket, relabelto
ieee802154_socket, send_msg
ieee802154_socket, sendto
ieee802154_socket, setattr
ieee802154_socket, setopt
ieee802154_socket, shutdown
ieee802154_socket, write
infiniband_endport,manage_subnet
infiniband_pkey,access
ipc,associate
ipc, create
ipc, destroy
ipc, getattr
ipc, read
ipc, setattr
ipc, unix_read
ipc, unix_write
ipc, write
ipx_socket,accept
ipx_socket, append
ipx_socket, bind
ipx_socket, connect
ipx_socket, create
ipx_socket, getattr
ipx_socket, getopt
ipx_socket, ioctl
ipx_socket, listen
ipx_socket, lock
ipx_socket, map
ipx_socket, name_bind
ipx_socket, read
ipx_socket, recv_msg
ipx_socket, recvfrom
ipx_socket, relabelfrom
ipx_socket, relabelto
ipx_socket, send_msg
ipx_socket, sendto
ipx_socket, setattr
ipx_socket, setopt
ipx_socket, shutdown
ipx_socket, write
irda_socket,accept
irda_socket, append
irda_socket, bind
irda_socket, connect
irda_socket, create
irda_socket, getattr
irda_socket, getopt
irda_socket, ioctl
irda_socket, listen
irda_socket, lock
irda_socket, map
irda_socket, name_bind
irda_socket, read
irda_socket, recv_msg
irda_socket, recvfrom
irda_socket, relabelfrom
irda_socket, relabelto
irda_socket, send_msg
irda_socket, sendto
irda_socket, setattr
irda_socket, setopt
irda_socket, shutdown
irda_socket, write
isdn_socket,accept
isdn_socket, append
isdn_socket, bind
isdn_socket, connect
isdn_socket, create
isdn_socket, getattr
isdn_socket, getopt
isdn_socket, ioctl
isdn_socket, listen
isdn_socket, lock
isdn_socket, map
isdn_socket, name_bind
isdn_socket, read
isdn_socket, recv_msg
isdn_socket, recvfrom
isdn_socket, relabelfrom
isdn_socket, relabelto
isdn_socket, send_msg
isdn_socket, sendto
isdn_socket, setattr
isdn_socket, setopt
isdn_socket, shutdown
isdn_socket, write
iucv_socket,accept
iucv_socket, append
iucv_socket, bind
iucv_socket, connect
iucv_socket, create
iucv_socket, getattr
iucv_socket, getopt
iucv_socket, ioctl
iucv_socket, listen
iucv_socket, lock
iucv_socket, map
iucv_socket, name_bind
iucv_socket, read
iucv_socket, recv_msg
iucv_socket, recvfrom
iucv_socket, relabelfrom
iucv_socket, relabelto
iucv_socket, send_msg
iucv_socket, sendto
iucv_socket, setattr
iucv_socket, setopt
iucv_socket, shutdown
iucv_socket, write
kcm_socket,accept
kcm_socket, append
kcm_socket, bind
kcm_socket, connect
kcm_socket, create
kcm_socket, getattr
kcm_socket, getopt
kcm_socket, ioctl
kcm_socket, listen
kcm_socket, lock
kcm_socket, map
kcm_socket, name_bind
kcm_socket, read
kcm_socket, recv_msg
kcm_socket, recvfrom
kcm_socket, relabelfrom
kcm_socket, relabelto
kcm_socket, send_msg
kcm_socket, sendto
kcm_socket, setattr
kcm_socket, setopt
kcm_socket, shutdown
kcm_socket, write
kernel_service,create_files_as
kernel_service, use_as_override
key,create
key, link
key, read
key, search
key, setattr
key, view
key, write
key_socket,accept
key_socket, append
key_socket, bind
key_socket, connect
key_socket, create
key_socket, getattr
key_socket, getopt
key_socket, ioctl
key_socket, listen
key_socket, lock
key_socket, map
key_socket, name_bind
key_socket, read
key_socket, recv_msg
key_socket, recvfrom
key_socket, relabelfrom
key_socket, relabelto
key_socket, send_msg
key_socket, sendto
key_socket, setattr
key_socket, setopt
key_socket, shutdown
key_socket, write
llc_socket,accept
llc_socket, append
llc_socket, bind
llc_socket, connect
llc_socket, create
llc_socket, getattr
llc_socket, getopt
llc_socket, ioctl
llc_socket, listen
llc_socket, lock
llc_socket, map
llc_socket, name_bind
llc_socket, read
llc_socket, recv_msg
llc_socket, recvfrom
llc_socket, relabelfrom
llc_socket, relabelto
llc_socket, send_msg
llc_socket, sendto
llc_socket, setattr
llc_socket, setopt
llc_socket, shutdown
llc_socket, write
lnk_file,append
lnk_file, audit_access
lnk_file, create
lnk_file, execmod
lnk_file, execute
lnk_file, getattr
lnk_file, ioctl
lnk_file, link
lnk_file, lock
lnk_file, map
lnk_file, mounton
lnk_file, open
lnk_file, quotaon
lnk_file, read
lnk_file, relabelfrom
lnk_file, relabelto
lnk_file, rename
lnk_file, setattr
lnk_file, swapon
lnk_file, unlink
lnk_file, write
memprotect,mmap_zero
mpls_socket,accept
mpls_socket, append
mpls_socket, bind
mpls_socket, connect
mpls_socket, create
mpls_socket, getattr
mpls_socket, getopt
mpls_socket, ioctl
mpls_socket, listen
mpls_socket, lock
mpls_socket, map
mpls_socket, name_bind
mpls_socket, read
mpls_socket, recv_msg
mpls_socket, recvfrom
mpls_socket, relabelfrom
mpls_socket, relabelto
mpls_socket, send_msg
mpls_socket, sendto
mpls_socket, setattr
mpls_socket, setopt
mpls_socket, shutdown
mpls_socket, write
msg,receive
msg, send
msgq,associate
msgq, create
msgq, destroy
msgq, enqueue
msgq, getattr
msgq, read
msgq, setattr
msgq, unix_read
msgq, unix_write
msgq, write
netif,dccp_recv
netif, dccp_send
netif, egress
netif, ingress
netif, rawip_recv
netif, rawip_send
netif, tcp_recv
netif, tcp_send
netif, udp_recv
netif, udp_send
netlink_audit_socket,accept
netlink_audit_socket, append
netlink_audit_socket, bind
netlink_audit_socket, connect
netlink_audit_socket, create
netlink_audit_socket, getattr
netlink_audit_socket, getopt
netlink_audit_socket, ioctl
netlink_audit_socket, listen
netlink_audit_socket, lock
netlink_audit_socket, map
netlink_audit_socket, name_bind
netlink_audit_socket, nlmsg_read
netlink_audit_socket, nlmsg_readpriv
netlink_audit_socket, nlmsg_relay
netlink_audit_socket, nlmsg_tty_audit
netlink_audit_socket, nlmsg_write
netlink_audit_socket, read
netlink_audit_socket, recv_msg
netlink_audit_socket, recvfrom
netlink_audit_socket, relabelfrom
netlink_audit_socket, relabelto
netlink_audit_socket, send_msg
netlink_audit_socket, sendto
netlink_audit_socket, setattr
netlink_audit_socket, setopt
netlink_audit_socket, shutdown
netlink_audit_socket, write
netlink_connector_socket,accept
netlink_connector_socket, append
netlink_connector_socket, bind
netlink_connector_socket, connect
netlink_connector_socket, create
netlink_connector_socket, getattr
netlink_connector_socket, getopt
netlink_connector_socket, ioctl
netlink_connector_socket, listen
netlink_connector_socket, lock
netlink_connector_socket, map
netlink_connector_socket, name_bind
netlink_connector_socket, read
netlink_connector_socket, recv_msg
netlink_connector_socket, recvfrom
netlink_connector_socket, relabelfrom
netlink_connector_socket, relabelto
netlink_connector_socket, send_msg
netlink_connector_socket, sendto
netlink_connector_socket, setattr
netlink_connector_socket, setopt
netlink_connector_socket, shutdown
netlink_connector_socket, write
netlink_crypto_socket,accept
netlink_crypto_socket, append
netlink_crypto_socket, bind
netlink_crypto_socket, connect
netlink_crypto_socket, create
netlink_crypto_socket, getattr
netlink_crypto_socket, getopt
netlink_crypto_socket, ioctl
netlink_crypto_socket, listen
netlink_crypto_socket, lock
netlink_crypto_socket, map
netlink_crypto_socket, name_bind
netlink_crypto_socket, read
netlink_crypto_socket, recv_msg
netlink_crypto_socket, recvfrom
netlink_crypto_socket, relabelfrom
netlink_crypto_socket, relabelto
netlink_crypto_socket, send_msg
netlink_crypto_socket, sendto
netlink_crypto_socket, setattr
netlink_crypto_socket, setopt
netlink_crypto_socket, shutdown
netlink_crypto_socket, write
netlink_dnrt_socket,accept
netlink_dnrt_socket, append
netlink_dnrt_socket, bind
netlink_dnrt_socket, connect
netlink_dnrt_socket, create
netlink_dnrt_socket, getattr
netlink_dnrt_socket, getopt
netlink_dnrt_socket, ioctl
netlink_dnrt_socket, listen
netlink_dnrt_socket, lock
netlink_dnrt_socket, map
netlink_dnrt_socket, name_bind
netlink_dnrt_socket, read
netlink_dnrt_socket, recv_msg
netlink_dnrt_socket, recvfrom
netlink_dnrt_socket, relabelfrom
netlink_dnrt_socket, relabelto
netlink_dnrt_socket, send_msg
netlink_dnrt_socket, sendto
netlink_dnrt_socket, setattr
netlink_dnrt_socket, setopt
netlink_dnrt_socket, shutdown
netlink_dnrt_socket, write
netlink_fib_lookup_socket,accept
netlink_fib_lookup_socket, append
netlink_fib_lookup_socket, bind
netlink_fib_lookup_socket, connect
netlink_fib_lookup_socket, create
netlink_fib_lookup_socket, getattr
netlink_fib_lookup_socket, getopt
netlink_fib_lookup_socket, ioctl
netlink_fib_lookup_socket, listen
netlink_fib_lookup_socket, lock
netlink_fib_lookup_socket, map
netlink_fib_lookup_socket, name_bind
netlink_fib_lookup_socket, read
netlink_fib_lookup_socket, recv_msg
netlink_fib_lookup_socket, recvfrom
netlink_fib_lookup_socket, relabelfrom
netlink_fib_lookup_socket, relabelto
netlink_fib_lookup_socket, send_msg
netlink_fib_lookup_socket, sendto
netlink_fib_lookup_socket, setattr
netlink_fib_lookup_socket, setopt
netlink_fib_lookup_socket, shutdown
netlink_fib_lookup_socket, write
netlink_firewall_socket,accept
netlink_firewall_socket, append
netlink_firewall_socket, bind
netlink_firewall_socket, connect
netlink_firewall_socket, create
netlink_firewall_socket, getattr
netlink_firewall_socket, getopt
netlink_firewall_socket, ioctl
netlink_firewall_socket, listen
netlink_firewall_socket, lock
netlink_firewall_socket, map
netlink_firewall_socket, name_bind
netlink_firewall_socket, nlmsg_read
netlink_firewall_socket, nlmsg_write
netlink_firewall_socket, read
netlink_firewall_socket, recv_msg
netlink_firewall_socket, recvfrom
netlink_firewall_socket, relabelfrom
netlink_firewall_socket, relabelto
netlink_firewall_socket, send_msg
netlink_firewall_socket, sendto
netlink_firewall_socket, setattr
netlink_firewall_socket, setopt
netlink_firewall_socket, shutdown
netlink_firewall_socket, write
netlink_generic_socket,accept
netlink_generic_socket, append
netlink_generic_socket, bind
netlink_generic_socket, connect
netlink_generic_socket, create
netlink_generic_socket, getattr
netlink_generic_socket, getopt
netlink_generic_socket, ioctl
netlink_generic_socket, listen
netlink_generic_socket, lock
netlink_generic_socket, map
netlink_generic_socket, name_bind
netlink_generic_socket, read
netlink_generic_socket, recv_msg
netlink_generic_socket, recvfrom
netlink_generic_socket, relabelfrom
netlink_generic_socket, relabelto
netlink_generic_socket, send_msg
netlink_generic_socket, sendto
netlink_generic_socket, setattr
netlink_generic_socket, setopt
netlink_generic_socket, shutdown
netlink_generic_socket, write
netlink_ip6fw_socket,accept
netlink_ip6fw_socket, append
netlink_ip6fw_socket, bind
netlink_ip6fw_socket, connect
netlink_ip6fw_socket, create
netlink_ip6fw_socket, getattr
netlink_ip6fw_socket, getopt
netlink_ip6fw_socket, ioctl
netlink_ip6fw_socket, listen
netlink_ip6fw_socket, lock
netlink_ip6fw_socket, map
netlink_ip6fw_socket, name_bind
netlink_ip6fw_socket, nlmsg_read
netlink_ip6fw_socket, nlmsg_write
netlink_ip6fw_socket, read
netlink_ip6fw_socket, recv_msg
netlink_ip6fw_socket, recvfrom
netlink_ip6fw_socket, relabelfrom
netlink_ip6fw_socket, relabelto
netlink_ip6fw_socket, send_msg
netlink_ip6fw_socket, sendto
netlink_ip6fw_socket, setattr
netlink_ip6fw_socket, setopt
netlink_ip6fw_socket, shutdown
netlink_ip6fw_socket, write
netlink_iscsi_socket,accept
netlink_iscsi_socket, append
netlink_iscsi_socket, bind
netlink_iscsi_socket, connect
netlink_iscsi_socket, create
netlink_iscsi_socket, getattr
netlink_iscsi_socket, getopt
netlink_iscsi_socket, ioctl
netlink_iscsi_socket, listen
netlink_iscsi_socket, lock
netlink_iscsi_socket, map
netlink_iscsi_socket, name_bind
netlink_iscsi_socket, read
netlink_iscsi_socket, recv_msg
netlink_iscsi_socket, recvfrom
netlink_iscsi_socket, relabelfrom
netlink_iscsi_socket, relabelto
netlink_iscsi_socket, send_msg
netlink_iscsi_socket, sendto
netlink_iscsi_socket, setattr
netlink_iscsi_socket, setopt
netlink_iscsi_socket, shutdown
netlink_iscsi_socket, write
netlink_kobject_uevent_socket,accept
netlink_kobject_uevent_socket, append
netlink_kobject_uevent_socket, bind
netlink_kobject_uevent_socket, connect
netlink_kobject_uevent_socket, create
netlink_kobject_uevent_socket, getattr
netlink_kobject_uevent_socket, getopt
netlink_kobject_uevent_socket, ioctl
netlink_kobject_uevent_socket, listen
netlink_kobject_uevent_socket, lock
netlink_kobject_uevent_socket, map
netlink_kobject_uevent_socket, name_bind
netlink_kobject_uevent_socket, read
netlink_kobject_uevent_socket, recv_msg
netlink_kobject_uevent_socket, recvfrom
netlink_kobject_uevent_socket, relabelfrom
netlink_kobject_uevent_socket, relabelto
netlink_kobject_uevent_socket, send_msg
netlink_kobject_uevent_socket, sendto
netlink_kobject_uevent_socket, setattr
netlink_kobject_uevent_socket, setopt
netlink_kobject_uevent_socket, shutdown
netlink_kobject_uevent_socket, write
netlink_netfilter_socket,accept
netlink_netfilter_socket, append
netlink_netfilter_socket, bind
netlink_netfilter_socket, connect
netlink_netfilter_socket, create
netlink_netfilter_socket, getattr
netlink_netfilter_socket, getopt
netlink_netfilter_socket, ioctl
netlink_netfilter_socket, listen
netlink_netfilter_socket, lock
netlink_netfilter_socket, map
netlink_netfilter_socket, name_bind
netlink_netfilter_socket, read
netlink_netfilter_socket, recv_msg
netlink_netfilter_socket, recvfrom
netlink_netfilter_socket, relabelfrom
netlink_netfilter_socket, relabelto
netlink_netfilter_socket, send_msg
netlink_netfilter_socket, sendto
netlink_netfilter_socket, setattr
netlink_netfilter_socket, setopt
netlink_netfilter_socket, shutdown
netlink_netfilter_socket, write
netlink_nflog_socket,accept
netlink_nflog_socket, append
netlink_nflog_socket, bind
netlink_nflog_socket, connect
netlink_nflog_socket, create
netlink_nflog_socket, getattr
netlink_nflog_socket, getopt
netlink_nflog_socket, ioctl
netlink_nflog_socket, listen
netlink_nflog_socket, lock
netlink_nflog_socket, map
netlink_nflog_socket, name_bind
netlink_nflog_socket, read
netlink_nflog_socket, recv_msg
netlink_nflog_socket, recvfrom
netlink_nflog_socket, relabelfrom
netlink_nflog_socket, relabelto
netlink_nflog_socket, send_msg
netlink_nflog_socket, sendto
netlink_nflog_socket, setattr
netlink_nflog_socket, setopt
netlink_nflog_socket, shutdown
netlink_nflog_socket, write
netlink_rdma_socket,accept
netlink_rdma_socket, append
netlink_rdma_socket, bind
netlink_rdma_socket, connect
netlink_rdma_socket, create
netlink_rdma_socket, getattr
netlink_rdma_socket, getopt
netlink_rdma_socket, ioctl
netlink_rdma_socket, listen
netlink_rdma_socket, lock
netlink_rdma_socket, map
netlink_rdma_socket, name_bind
netlink_rdma_socket, read
netlink_rdma_socket, recv_msg
netlink_rdma_socket, recvfrom
netlink_rdma_socket, relabelfrom
netlink_rdma_socket, relabelto
netlink_rdma_socket, send_msg
netlink_rdma_socket, sendto
netlink_rdma_socket, setattr
netlink_rdma_socket, setopt
netlink_rdma_socket, shutdown
netlink_rdma_socket, write
netlink_route_socket,accept
netlink_route_socket, append
netlink_route_socket, bind
netlink_route_socket, connect
netlink_route_socket, create
netlink_route_socket, getattr
netlink_route_socket, getopt
netlink_route_socket, ioctl
netlink_route_socket, listen
netlink_route_socket, lock
netlink_route_socket, map
netlink_route_socket, name_bind
netlink_route_socket, nlmsg_read
netlink_route_socket, nlmsg_write
netlink_route_socket, read
netlink_route_socket, recv_msg
netlink_route_socket, recvfrom
netlink_route_socket, relabelfrom
netlink_route_socket, relabelto
netlink_route_socket, send_msg
netlink_route_socket, sendto
netlink_route_socket, setattr
netlink_route_socket, setopt
netlink_route_socket, shutdown
netlink_route_socket, write
netlink_scsitransport_socket,accept
netlink_scsitransport_socket, append
netlink_scsitransport_socket, bind
netlink_scsitransport_socket, connect
netlink_scsitransport_socket, create
